Source,Target,Weight
the beloved,difford's saline solution,0.0625
l'apocalypse ultime (the ultimate apocalypse),rémy martin 1738 cognac,1.52163
l'apocalypse ultime (the ultimate apocalypse),orange curaçao liqueur,0.50721
l'apocalypse ultime (the ultimate apocalypse),l'esprit de june liqueur,0.33814
l'apocalypse ultime (the ultimate apocalypse),peychaud's or other creole-style bitters,0.5
l'apocalypse ultime (the ultimate apocalypse),boker's bitters,0.5
l'apocalypse ultime (the ultimate apocalypse),brut champagne,1
b&b royale,rémy martin 1738 cognac,1.52163
b&b royale,bénédictine d.o.m.,0.67628
b&b royale,giffard framboise de ronce,0.50721
b&b royale,brut champagne,1.52163
three hundred poems,rémy martin 1738 cognac,2.02884
three hundred poems,lemon juice,1.01442
three hundred poems,sugar syrup,0.50721
three hundred poems,blackcurrant jam,1
early evening fizz,rémy martin 1738 cognac,1.01442
early evening fizz,green chartreuse liqueur,1.01442
early evening fizz,rutte sloe gin,1.01442
early evening fizz,lemon juice,1.01442
early evening fizz,sugar syrup,0.50721
early evening fizz,salt,0.0167
early evening fizz,pasteurised egg white,0.50721
early evening fizz,thomas henry soda water,2.02884
charentes cocktail,green grapes,1.4
charentes cocktail,rémy martin 1738 cognac,1.6907
charentes cocktail,pineau des charentes rouge,0.84535
charentes cocktail,bob's chocolate bitters,0.1875
charentes,rémy martin 1738 cognac,1.52163
charentes,pineau des charentes rouge,0.67628
charentes,mentzendorff kümmel liqueur,0.33814
charentes,lemon juice,0.67628
charentes,sugar syrup,0.16907
mgm grand,rémy martin 1738 cognac,1.52163
mgm grand,luxardo maraschino liqueur,0.50721
mgm grand,lemon juice,0.67628
mgm grand,sugar syrup,0.33814
mgm grand,orange bitters by angostura,0.25
titre provisoire (provisional title),rémy martin 1738 cognac,1.52163
titre provisoire (provisional title),crème de figue,0.16907
titre provisoire (provisional title),martini extra dry vermouth,0.16907
titre provisoire (provisional title),bénédictine d.o.m.,0.16907
titre provisoire (provisional title),apple cider vinegar,0.25
the palace of versailles,basil leaves,0.3
the palace of versailles,rémy martin 1738 cognac,1.52163
the palace of versailles,giffard crème de mûre liqueur,0.50721
the palace of versailles,sauvignon blanc wine,0.67628
brandy club cocktail,rémy martin 1738 cognac,1.52163
brandy club cocktail,orange curaçao liqueur,0.67628
brandy club cocktail,oloroso sherry,0.50721
brandy club cocktail,chilled water,0.50721
chocolat a l'orange (orange chocolate),rémy martin 1738 cognac,1.6907
chocolat a l'orange (orange chocolate),dubonnet red,0.50721
chocolat a l'orange (orange chocolate),grand marnier or other cognac orange liqueur,0.33814
chocolat a l'orange (orange chocolate),bob's chocolate bitters,0.208333333
chocolat a l'orange (orange chocolate),cinnamon stick,0.1
chocolat a l'orange (orange chocolate),orange peel,1.25
bon accord,rémy martin 1738 cognac,1.01442
bon accord,dewar's 12 year old scotch whisky,0.50721
bon accord,lillet rouge,0.50721
bon accord,giffard noir de bourgogne cassis,0.253605
bon accord,peychaud's or other creole-style bitters,0.25
the addington,rémy martin 1738 cognac,1.52163
the addington,martini rosso sweet vermouth,0.760815
the addington,bénédictine d.o.m.,0.33814
the addington,boker's bitters,0.25
french kiss no.3,raspberries,1
french kiss no.3,rémy martin 1738 cognac,1.35256
french kiss no.3,averna amaro,0.67628
french kiss no.3,lime juice,0.50721
french kiss no.3,giffard orgeat syrup,0.50721
grape expectations,rémy martin 1738 cognac,1.52163
grape expectations,rose petal liqueur,0.67628
grape expectations,sauvignon blanc wine,0.67628
grape expectations,apple juice,0.67628
grape expectations,lemon juice,0.67628
grape expectations,sugar syrup,0.33814
le chateau,rémy martin 1738 cognac,1.52163
le chateau,bénédictine d.o.m.,0.67628
le chateau,bittersweet orange-red aperitivo,0.67628
le chateau,peychaud's or other creole-style bitters,0.25
le chateau,orange bitters by angostura,0.25
polar express,rémy martin 1738 cognac,2.02884
polar express,white chocolate grappa liqueur,0.84535
polar express,giffard menthe pastille white crème de menthe,0.16907
polar express,sugar syrup,0.16907
polar express,vanilla ice-cream,0.5
the fig easy,figs,0.2
the fig easy,rémy martin 1738 cognac,1.6907
the fig easy,honey,0.50721
sainte trinite (holy trinity),rémy martin 1738 cognac,2.02884
sainte trinite (holy trinity),st-germain elderflower liqueur,0.67628
sainte trinite (holy trinity),yellow chartreuse liqueur,0.50721
sainte trinite (holy trinity),orange bitters by angostura,0.5
fruits de la passion,passion fruit,1.41
fruits de la passion,rémy martin 1738 cognac,1.52163
fruits de la passion,giffard orgeat syrup,0.33814
fruits de la passion,angostura aromatic bitters,0.25
fruits de la passion,thomas henry soda water,1
terroir,rémy martin 1738 cognac,2.02884
terroir,chardonnay,0.760815
terroir,wild nettle cordial,0.50721
terroir,chilled water,0.50721
the book of kells,irish whiskey,1.52163
the book of kells,rémy martin 1738 cognac,0.760815
the book of kells,martini rosso sweet vermouth,0.760815
the book of kells,bénédictine d.o.m.,0.16907
the book of kells,angostura aromatic bitters,0.5
the book of kells,peychaud's or other creole-style bitters,0.5
is talking,rémy martin 1738 cognac,1.35256
is talking,rutte old simon genever,1.35256
is talking,de kuyper triple sec,0.67628
is talking,thomas henry tonic water,1
repose' 1912,rémy martin 1738 cognac,1.35256
repose' 1912,sugar syrup,0.253605
repose' 1912,balsamic vinegar of modena,0.16907
repose' 1912,bob's chocolate bitters,0.125
repose' 1912,bob's grapefruit bitters,0.125
repose' 1912,brut champagne,1
coffee thyme,rémy martin 1738 cognac,1.6907
coffee thyme,espresso coffee,0.84535
coffee thyme,fernet liqueur,0.16907
coffee thyme,sugar syrup,0.33814
coffee thyme,thyme sprig,0.1
nouvelle histoire (new story),rémy martin 1738 cognac,1.6907
nouvelle histoire (new story),lemon juice,0.760815
nouvelle histoire (new story),orange juice,0.760815
nouvelle histoire (new story),green mint,0.50721
nouvelle histoire (new story),la fée parisienne absinthe,0.5
elixir de longue vie (elixir of long life),rémy martin 1738 cognac,1.35256
elixir de longue vie (elixir of long life),giffard creme de chataigne,0.50721
elixir de longue vie (elixir of long life),pineau des charentes blanc,0.50721
elixir de longue vie (elixir of long life),yellow chartreuse liqueur,0.16907
elixir de longue vie (elixir of long life),lemon bitters,0.5
cherry blossom no.2,rémy martin 1738 cognac,0.50721
cherry blossom no.2,cherry heering cherry brandy liqueur,0.50721
cherry blossom no.2,lemon juice,0.33814
cherry blossom no.2,sugar syrup,0.253605
cherry blossom no.2,cherry bitters,0.5
cherry blossom no.2,thomas henry soda water,1.6907
cherry blossom no.2,prosecco sparkling wine,0.67628
harry dean stanton,rémy martin 1738 cognac,1.6907
harry dean stanton,bénédictine d.o.m.,0.50721
harry dean stanton,antica formula or other well aged sweet vermouth,0.33814
harry dean stanton,bob's chocolate bitters,0.25
mart-inez,rémy martin 1738 cognac,1.35256
mart-inez,rutte old simon genever,0.67628
mart-inez,americano bianco,0.50721
mart-inez,barley malt syrup,0.50721
mart-inez,orange bitters by angostura,0.5
the corpse's whiskers,rémy martin 1738 cognac,0.67628
the corpse's whiskers,martini extra dry vermouth,0.33814
the corpse's whiskers,lillet blanc,0.33814
the corpse's whiskers,orange curaçao liqueur,0.33814
the corpse's whiskers,la fée parisienne absinthe,0.16907
the corpse's whiskers,lemon juice,0.67628
the corpse's whiskers,demerara / dark muscovado sugar syrup,0.253605
peach '15,rémy martin 1738 cognac,1.01442
peach '15,lemon juice,1.01442
peach '15,giffard crème de pêche de vigne liqueur,0.67628
peach '15,sugar syrup,0.33814
peach '15,brut champagne,1
rosa picante margarita,patrón silver blanco tequila,2.02884
rosa picante margarita,lime juice,0.760815
rosa picante margarita,sugar syrup,0.253605
rosa picante margarita,ginger sugar syrup,0.50721
rosa picante margarita,jalapeno slice,0.1
rosa picante margarita,rose water,0.5
rose crescent,rémy martin 1738 cognac,1.35256
rose crescent,island single malt scotch whisky,0.33814
rose crescent,bénédictine d.o.m.,0.33814
rose crescent,ginger cordial,0.50721
rose crescent,orange bitters by angostura,0.5
v.s.m. flip,rémy martin 1738 cognac,0.67628
v.s.m. flip,coffee liqueur,0.67628
v.s.m. flip,mozart chocolate vodka,0.67628
v.s.m. flip,single cream / half-and-half,0.16907
v.s.m. flip,egg,1.5
le roi soleil (the sun king),blackberries,0.6
le roi soleil (the sun king),rémy martin 1738 cognac,1.52163
le roi soleil (the sun king),giffard framboise de ronce,0.33814
le roi soleil (the sun king),de kuyper triple sec,0.16907
le roi soleil (the sun king),sugar syrup,0.16907
le roi soleil (the sun king),peychaud's or other creole-style bitters,0.25
la bouche reelle (the real mouth),orange marmalade,1
la bouche reelle (the real mouth),rémy martin 1738 cognac,1.01442
la bouche reelle (the real mouth),bourbon whiskey,0.50721
la bouche reelle (the real mouth),italian red bitter liqueur,0.50721
la bouche reelle (the real mouth),lemon juice,0.50721
la bouche reelle (the real mouth),orange bitters by angostura,0.5
la bouche reelle (the real mouth),pasteurised egg white,0.50721
la bouche reelle (the real mouth),sugar syrup,0.16907
omedetai tricentenaire,rémy martin 1738 cognac,1.6907
omedetai tricentenaire,umeshu plum sake,1.01442
omedetai tricentenaire,maple bitters,0.75
the burly french man,la fée parisienne absinthe,0.16907
the burly french man,rémy martin 1738 cognac,1.6907
the burly french man,vermouth di torino,0.67628
the burly french man,green chartreuse liqueur,0.67628
the burly french man,damson vodka liqueur,0.33814
the burly french man,orange bitters by angostura,0.25
the burly french man,angostura aromatic bitters,0.25
a l'ancienne du bois (a woody old fashioned),syrup from luxardo maraschino cherries,2.5
a l'ancienne du bois (a woody old fashioned),rémy martin 1738 cognac,1.35256
a l'ancienne du bois (a woody old fashioned),nocello walnut liqueur,0.33814
a l'ancienne du bois (a woody old fashioned),maple syrup,0.16907
a l'ancienne du bois (a woody old fashioned),peychaud's or other creole-style bitters,1
gold phantom,rémy martin 1738 cognac,1.6907
gold phantom,honey,1
gold phantom,licor 43 original liqueur,0.50721
gold phantom,pineapple juice,0.760815
gold phantom,lemon juice,0.50721
gold phantom,salt,0.0167
xoxo,rémy martin 1738 cognac,1.01442
xoxo,pedro ximénez sherry,0.33814
xoxo,dark chocolate liqueur,0.50721
xoxo,de kuyper triple sec,0.50721
xoxo,orange bitters by angostura,0.25
carnaghino,rémy martin 1738 cognac,1.52163
carnaghino,dark chocolate liqueur,0.50721
carnaghino,pistachio liqueur,0.50721
le coq d'or (the golden rooster),demerara / dark muscovado / brown sugar,0.2
le coq d'or (the golden rooster),peychaud's or other creole-style bitters,0.75
le coq d'or (the golden rooster),rémy martin 1738 cognac,2.53605
le coq d'or (the golden rooster),galliano l'autentico liqueur,0.67628
le coq d'or (the golden rooster),grapefruit juice,0.50721
le coq d'or (the golden rooster),pineapple juice,1.01442
le coq d'or (the golden rooster),orange bitters by angostura,0.25
le coq d'or (the golden rooster),pimento bitters,0.5
le coq d'or (the golden rooster),egg yolk,0.63
don pone,luxardo maraschino liqueur,0.084535
don pone,rémy martin 1738 cognac,1.52163
don pone,dutch cacao white crème de cacao,0.50721
don pone,ginger liqueur,0.33814
drugstore cowboy,green cardamom pods,1.5
drugstore cowboy,rémy martin 1738 cognac,1.52163
drugstore cowboy,bénédictine d.o.m.,0.760815
drugstore cowboy,de kuyper apricot brandy liqueur,0.760815
drugstore cowboy,lemon juice,0.760815
l'heritage,rémy martin 1738 cognac,1.52163
l'heritage,lillet blanc,1.52163
l'heritage,suze gentian liqueur,0.33814
l'heritage,sugar syrup,0.16907
l'heritage,peychaud's or other creole-style bitters,0.5
l'heritage,angostura aromatic bitters,0.5
saronno's sweetheart,rémy martin 1738 cognac,1.01442
saronno's sweetheart,disaronno amaretto,0.67628
saronno's sweetheart,lemon juice,0.67628
saronno's sweetheart,de kuyper apricot brandy liqueur,0.50721
saronno's sweetheart,rhubarb sugar syrup,0.33814
saronno's sweetheart,orange bitters by angostura,0.5
sazeroy,la fée parisienne absinthe,0.75
sazeroy,rémy martin 1738 cognac,1.52163
sazeroy,lillet rouge,0.33814
sazeroy,straight rye whiskey,0.16907
sazeroy,dewar's 12 year old scotch whisky,0.16907
sazeroy,sugar syrup,0.253605
sazeroy,peychaud's or other creole-style bitters,0.5
french diamond,rémy martin 1738 cognac,1.52163
french diamond,bénédictine d.o.m.,0.67628
french diamond,maple syrup,0.33814
french diamond,lemon juice,0.33814
french diamond,orange juice,0.50721
french diamond,angostura aromatic bitters,0.25
chanteloup champagne flip,rémy martin 1738 cognac,1.35256
chanteloup champagne flip,pedro ximénez sherry,0.16907
chanteloup champagne flip,giffard parfait amour liqueur,0.16907
chanteloup champagne flip,sugar syrup,0.16907
chanteloup champagne flip,angostura aromatic bitters,0.25
chanteloup champagne flip,chilled water,0.50721
chanteloup champagne flip,egg yolk,0.63
chanteloup champagne flip,brut champagne,1
bakewell tart sour,rémy martin 1738 cognac,1.35256
bakewell tart sour,disaronno amaretto,1.01442
bakewell tart sour,syrup from luxardo maraschino cherries,0.253605
bakewell tart sour,lemon juice,0.50721
bakewell tart sour,angostura aromatic bitters,0.25
winston's crusta,passion fruit,0.75
winston's crusta,rémy martin 1738 cognac,1.01442
winston's crusta,avallen calvados,0.67628
winston's crusta,luxardo maraschino liqueur,0.16907
winston's crusta,grapefruit juice,0.67628
winston's crusta,lemon juice,0.50721
winston's crusta,giffard grenadine syrup,0.33814
winston's crusta,peychaud's or other creole-style bitters,0.75
suit & tai,rémy martin 1738 cognac,1.01442
suit & tai,havana club 7yo rum,1.01442
suit & tai,lime juice,1.01442
suit & tai,de kuyper triple sec,0.50721
suit & tai,giffard orgeat syrup,0.50721
suit & tai,sugar syrup,0.33814
suit & tai,angostura aromatic bitters,0.25
triomphe d'anis (triumph of aniseed),la fée parisienne absinthe,0.16907
triomphe d'anis (triumph of aniseed),star anise,0.1
triomphe d'anis (triumph of aniseed),rémy martin 1738 cognac,1.52163
triomphe d'anis (triumph of aniseed),bénédictine d.o.m.,0.50721
triomphe d'anis (triumph of aniseed),coffee liqueur,0.50721
triomphe d'anis (triumph of aniseed),fino sherry,0.253605
heard it through the grapevine,muscat,0.50721
heard it through the grapevine,birch sap liqueur,0.33814
heard it through the grapevine,rémy martin 1738 cognac,0.67628
heard it through the grapevine,luxardo maraschino liqueur,0.16907
heard it through the grapevine,peppercorn syrup 1:1,0.33814
heard it through the grapevine,lemon bitters,0.5
heard it through the grapevine,angostura aromatic bitters,0.25
baker's tarte,rémy martin 1738 cognac,1.01442
baker's tarte,mandarine napoleon liqueur,1.01442
baker's tarte,de kuyper triple sec,0.50721
baker's tarte,lemon juice,0.50721
baker's tarte,orange curd,0.5
soir d'ete (summer evening),rémy martin 1738 cognac,1.6907
soir d'ete (summer evening),giffard framboise de ronce,1.01442
soir d'ete (summer evening),camomile tea,0.67628
soir d'ete (summer evening),chilled water,0.760815
"the good, the bad and the ugni",rémy martin 1738 cognac,1.35256
"the good, the bad and the ugni",canadian icewine,0.50721
"the good, the bad and the ugni",grapefruit juice,1.01442
"the good, the bad and the ugni",green chartreuse liqueur,0.33814
fireplace fashioned,islay single malt,0.253605
fireplace fashioned,chilled water,4.05768
fireplace fashioned,rémy martin 1738 cognac,1.6907
fireplace fashioned,honey sugar syrup,0.33814
fireplace fashioned,cinnamon sugar syrup,0.16907
fireplace fashioned,peychaud's or other creole-style bitters,0.5
jersey rose,rémy martin 1738 cognac,1.6907
jersey rose,lemon juice,0.760815
jersey rose,strawberry candy,0.50721
jersey rose,pomegranate juice,0.760815
jersey rose,pasteurised egg white,0.50721
jersey rose,medium dry apple cider,1.01442
jersey rose,aphrodite bitters,0.75
20th century cocktail,rutte dry gin,1.6907
20th century cocktail,dutch cacao white crème de cacao,1.01442
20th century cocktail,americano bianco,1.01442
20th century cocktail,lemon juice,0.33814
love on sale,unaged rye spirit,1.01442
love on sale,st-germain elderflower liqueur,0.67628
love on sale,martini extra dry vermouth,0.67628
love on sale,luxardo maraschino liqueur,0.33814
love on sale,lemon juice,0.33814
white old fashioned,bacardi carta blanca light rum,2.02884
white old fashioned,clement sirop de canne,0.33814
white old fashioned,sexy bitters,0.5
gin old fashioned,rutte old simon genever,2.02884
gin old fashioned,sugar syrup,0.16907
gin old fashioned,angostura aromatic bitters,0.5
velasco and sand,del maguey vida mezcal,1.01442
velasco and sand,cherry heering cherry brandy liqueur,0.760815
velasco and sand,martini rosso sweet vermouth,0.760815
velasco and sand,orange juice,1.01442
grapefruit soda (non-alcoholic),grapefruit juice,1.01442
grapefruit soda (non-alcoholic),thomas henry pink grapefruit soda,5.0721
the munich negroni western style,bourbon whiskey,0.67628
the munich negroni western style,italian red bitter liqueur,0.67628
the munich negroni western style,hazelnut liqueur,0.67628
the munich negroni western style,antica formula or other well aged sweet vermouth,0.33814
amsterdamage,rutte old simon genever,1.01442
amsterdamage,de kuyper triple sec,1.01442
amsterdamage,martini extra dry vermouth,1.01442
amsterdamage,orange bitters by angostura,0.25
amsterdamage,chilled water,0.50721
smoke & mirrors (by the bon vivants),mint leaves,0.4
smoke & mirrors (by the bon vivants),rutte old simon genever,1.52163
smoke & mirrors (by the bon vivants),del maguey vida mezcal,0.50721
smoke & mirrors (by the bon vivants),lemon juice,0.760815
smoke & mirrors (by the bon vivants),sugar syrup,0.50721
madurised old fashioned godfather,bourbon whiskey,0.50721
madurised old fashioned godfather,straight rye whiskey,0.50721
madurised old fashioned godfather,dewar's 12 year old scotch whisky,0.50721
madurised old fashioned godfather,disaronno amaretto,0.50721
madurised old fashioned godfather,rainwater/verdelho med-dry madeira,0.50721
smoked old fashioned godfather,bourbon whiskey,0.50721
smoked old fashioned godfather,straight rye whiskey,0.50721
smoked old fashioned godfather,dewar's 12 year old scotch whisky,0.50721
smoked old fashioned godfather,disaronno amaretto,0.760815
smoked old fashioned godfather,islay single malt,0.253605
toasted old fashioned godfather,straight rye whiskey,1.01442
toasted old fashioned godfather,bourbon whiskey,1.01442
toasted old fashioned godfather,disaronno amaretto,0.50721
toasted old fashioned godfather,angostura aromatic bitters,0.5
almond old fashioned (bourbon based),bourbon whiskey,2.02884
almond old fashioned (bourbon based),disaronno amaretto,0.33814
almond old fashioned (bourbon based),demerara / dark muscovado sugar syrup,0.16907
almond old fashioned (bourbon based),angostura aromatic bitters,0.25
the symphony,rutte dry gin,1.01442
the symphony,luxardo maraschino liqueur,0.67628
the symphony,green chartreuse liqueur,0.33814
the symphony,islay single malt,0.16907
the symphony,lemon juice,0.67628
heering mints,mint leaves,0.8
heering mints,islay single malt,0.67628
heering mints,cherry heering cherry brandy liqueur,0.67628
heering mints,sugar syrup,0.67628
heering mints,lemon juice,1.35256
king heering,speyside single malt scotch whisky,0.67628
king heering,cherry heering cherry brandy liqueur,0.67628
king heering,thomas henry soda water,1
cherry libre,cherry heering cherry brandy liqueur,0.67628
cherry libre,havana club 3 year old rum,0.67628
cherry libre,lime,1.5
cherry libre,cola,1
heering manhattan,cherry heering cherry brandy liqueur,0.50721
heering manhattan,speyside single malt scotch whisky,1.52163
heering manhattan,martini rosso sweet vermouth,0.50721
heering manhattan,angostura aromatic bitters,0.25
pink grape,cherry heering cherry brandy liqueur,0.67628
pink grape,ketel one vodka,0.67628
pink grape,grapefruit juice,1
simon says,rutte old simon genever,1.52163
simon says,suze gentian liqueur,0.50721
simon says,galliano l'autentico liqueur,0.16907
simon says,bigallet genepi grand tetras,0.16907
simon says,dutch cacao white crème de cacao,0.16907
the golden sakura,cherry heering cherry brandy liqueur,0.67628
the golden sakura,cinnamon schnapps & goldwasser liqueurs,1.35256
the golden sakura,luxardo maraschino liqueur,0.5
the golden sakura,giffard orgeat syrup,0.75
the golden sakura,angostura aromatic bitters,0.75
the sweetcar,rémy martin 1738 cognac,1.35256
the sweetcar,cherry heering cherry brandy liqueur,0.50721
the sweetcar,blackberries,0.6
the sweetcar,lemon juice,0.67628
the sweetcar,lavender sugar syrup,0.33814
caipi-tea-ni,cherry heering cherry brandy liqueur,1.35256
caipi-tea-ni,novo fogo silver cachaça,1.01442
caipi-tea-ni,sugar syrup,0.33814
caipi-tea-ni,lime juice,0.33814
caipi-tea-ni,pasteurised egg white,1.5
cambodian coley,rutte dry gin,1.268025
cambodian coley,fino sherry,0.760815
cambodian coley,cherry heering cherry brandy liqueur,0.50721
cambodian coley,martini rosso sweet vermouth,0.253605
cambodian coley,fernet liqueur,0.5
cambodian coley,angostura aromatic bitters,0.75
mount pleasant,cherry heering cherry brandy liqueur,2.02884
mount pleasant,giffard orgeat syrup,0.50721
mount pleasant,fernet liqueur,0.253605
mount pleasant,lemon juice,1.01442
mount pleasant,pasteurised egg white,1.5
best friend,becherovka liqueur,1.35256
best friend,cherry heering cherry brandy liqueur,0.67628
best friend,lemon juice,0.67628
best friend,becherovka cordial,0.67628
best friend,mulberry jam,0.25
best friend,carbonated/sparkling/selzer mineral water,1
rose & marcel,italian red bitter liqueur,1.35256
rose & marcel,cherry heering cherry brandy liqueur,1.01442
rose & marcel,prosecco sparkling wine,0.67628
cherry heaven,cherry heering cherry brandy liqueur,0.67628
cherry heaven,rutte dry gin,1.35256
cherry heaven,sugar syrup,0.67628
cherry heaven,lemon juice,0.67628
cherry heaven,pasteurised egg white,0.67628
cherry heaven,rhubarb sugar syrup,0.5
bloody cherry,cherry heering cherry brandy liqueur,0.67628
bloody cherry,rutte dry gin,0.67628
bloody cherry,lime juice,0.67628
bloody cherry,tomato juice,2.70512
bloody cherry,salt,0.0167
bloody cherry,white caster sugar,0.0167
bloody cherry,worcestershire sauce,0.5
bloody cherry,celery bitters,0.25
rubik's cube,havana club 7yo rum,1.6907
rubik's cube,cherry heering cherry brandy liqueur,0.67628
rubik's cube,lime juice,0.84535
rubik's cube,cinnamon sugar syrup,0.67628
rubik's cube,angostura aromatic bitters,1.5
rubik's cube,peppercorn syrup 1:1,0.5
dancing queen,cherry heering cherry brandy liqueur,1.6907
dancing queen,ketel one vodka,0.67628
dancing queen,grand marnier or other cognac orange liqueur,0.67628
dancing queen,pineapple juice,0.67628
dancing queen,tangerine / mandarin / clementine,0.33814
le temps des cerises,rutte dry gin,0.84535
le temps des cerises,cherry heering cherry brandy liqueur,0.84535
le temps des cerises,disaronno amaretto,0.50721
le temps des cerises,amer picon,0.33814
peter's cup,bourbon whiskey,1.52163
peter's cup,cherry heering cherry brandy liqueur,1.01442
peter's cup,sugar syrup,0.33814
peter's cup,giffard crème de myrtille liqueur,0.33814
peter's cup,mint leaves,0.8
scent of matah,bourbon whiskey,1.6907
scent of matah,cherry heering cherry brandy liqueur,0.33814
scent of matah,*special ingredient no.1,0.33814
come and see me,cherry heering cherry brandy liqueur,0.67628
come and see me,islay single malt,0.50721
come and see me,single cream / half-and-half,1.01442
come and see me,*special ingredient no.1,0.5
come and see me,mango purée,0.67628
come and see me,lemon juice,0.16907
secret clover,rutte dry gin,1.52163
secret clover,cherry heering cherry brandy liqueur,1.01442
secret clover,honey,1
secret clover,raspberries,1.2
secret clover,lime juice,0.50721
secret clover,pasteurised egg white,0.50721
secret clover,tiki bitters,1
hello dolly,rutte dry gin,1.52163
hello dolly,cherry heering cherry brandy liqueur,0.50721
hello dolly,martini rosso sweet vermouth,0.33814
hello dolly,lemon bitters,0.5
hello dolly,orange bitters by angostura,0.5
the bramble sling,rutte dry gin,1.6907
the bramble sling,lemon juice,0.84535
the bramble sling,cherry heering cherry brandy liqueur,1.01442
the bramble sling,*special ingredient no.1,0.1875
the bramble sling,cherries,1.6
sin and sand,cherry heering cherry brandy liqueur,1.01442
sin and sand,sotol,1.01442
sin and sand,martini extra dry vermouth,1.01442
sin and sand,blood orange juice,1.01442
sin and sand,bénédictine d.o.m.,0.253605
senorita cereza aka ms cherry,patrón silver blanco tequila,1.01442
senorita cereza aka ms cherry,cherry heering cherry brandy liqueur,1.01442
senorita cereza aka ms cherry,giffard piment d'espelette chile liqueur,0.50721
senorita cereza aka ms cherry,lime juice,0.67628
senorita cereza aka ms cherry,sugar syrup,0.33814
hard candy,cherry heering cherry brandy liqueur,1.01442
hard candy,ketel one vodka,0.67628
hard candy,galliano l'autentico liqueur,0.33814
hard candy,lemon juice,0.67628
hard candy,sugar syrup,0.33814
hard candy,orange peel,0.5
timeless 1818,cherry heering cherry brandy liqueur,0.760815
timeless 1818,havana club 7yo rum,0.50721
timeless 1818,lime juice,0.760815
timeless 1818,grapefruit juice,1.01442
timeless 1818,sugar syrup,0.50721
cherrita pie,cherry heering cherry brandy liqueur,1.01442
cherrita pie,patrón silver blanco tequila,1.52163
cherrita pie,lime juice,0.50721
cherrita pie,orange bitters by angostura,0.25
cherrita pie,cinnamon sugar syrup,0.16907
cherrita pie,pasteurised egg white,0.50721
santa maría,havana club 7yo rum,0.760815
santa maría,bourbon whiskey,0.760815
santa maría,orange curaçao liqueur,0.760815
santa maría,cherry heering cherry brandy liqueur,0.760815
santa maría,angostura aromatic bitters,0.75
heering is keering,del maguey vida mezcal,1.35256
heering is keering,cherry heering cherry brandy liqueur,1.01442
heering is keering,beetroot juice,1.35256
heering is keering,lime juice,1.01442
heering is keering,sugar syrup,0.16907
heering is keering,*special ingredient no.1,0.083
final countdown,bourbon whiskey,1.01442
final countdown,cherry heering cherry brandy liqueur,0.50721
final countdown,bittersweet orange-red aperitivo,0.33814
final countdown,fernet liqueur,0.16907
final countdown,st. george dry rye gin,1.35256
final countdown,chartreuse 1605 liqueur d'elixir liqueur,1.01442
final countdown,schladerer schwarzwald black forest maraschino liqueur,0.67628
final countdown,clarified lime juice,0.33814
poision lips,cherry heering cherry brandy liqueur,0.84535
poision lips,spanish brandy,0.84535
poision lips,dark chocolate liqueur,0.33814
poision lips,grand marnier or other cognac orange liqueur,0.33814
poision lips,red jalapeño/fresno chili,0.01765
brace position,islay single malt,0.50721
brace position,rutte dry gin,1.18349
brace position,cherry heering cherry brandy liqueur,0.50721
brace position,crème de violette liqueur,0.33814
brace position,lemon juice,0.50721
brace position,sugar syrup,0.50721
cherry bomb,cherry heering cherry brandy liqueur,0.760815
cherry bomb,rémy martin 1738 cognac,0.760815
cherry bomb,manzanilla sherry,1.52163
cherry bomb,lemon juice,0.50721
cherry bomb,sugar syrup,0.50721
cherry bomb,orange bitters by angostura,0.75
copa cola,cherry heering cherry brandy liqueur,1.18349
copa cola,lime juice,1.01442
copa cola,angostura aromatic bitters,0.33814
copa cola,orange marmalade,0.5
copa cola,carbonated/sparkling/selzer mineral water,1.35256
peter and charlie,cherry heering cherry brandy liqueur,0.67628
peter and charlie,rutte dry gin,0.67628
peter and charlie,de kuyper apricot brandy liqueur,0.50721
peter and charlie,lemon juice,0.84535
the right way,rémy martin 1738 cognac,0.84535
the right way,straight rye whiskey,0.84535
the right way,cherry heering cherry brandy liqueur,0.84535
the right way,angostura aromatic bitters,0.5
the right way,peychaud's or other creole-style bitters,0.5
code of conduct,rutte dry gin,2.02884
code of conduct,cherry heering cherry brandy liqueur,0.760815
code of conduct,thomas henry tonic water,0.253605
apairoteef,barsol mosto verde italia pisco,1.01442
apairoteef,*special ingredient no.1,1.01442
apairoteef,prosecco sparkling wine,1.01442
yuliya martini,ketel one vodka,1.52163
yuliya martini,americano bianco,0.33814
yuliya martini,giffard crème de pêche de vigne liqueur,0.084535
yuliya martini,la fée parisienne absinthe,0.5
floral daiquiri,crème de violette liqueur,0.084535
floral daiquiri,blueberries,0.6
floral daiquiri,bacardi carta blanca light rum,2.02884
floral daiquiri,lime juice,0.67628
floral daiquiri,lavender sugar syrup,0.50721
floral daiquiri,st-germain elderflower liqueur,0.33814
farmer's tan,del maguey vida mezcal,1.52163
farmer's tan,cardamaro amaro,0.50721
farmer's tan,orange curaçao liqueur,0.50721
farmer's tan,xocolatl mole bitters,0.1875
brooklyn's finest,rémy martin 1738 cognac,1.01442
brooklyn's finest,straight rye whiskey,1.01442
brooklyn's finest,cardamaro amaro,0.50721
brooklyn's finest,difford's falernum liqueur,0.33814
brooklyn's finest,angostura aromatic bitters,0.75
