Source,Target,Weight
dirty sanchez,patrón reposado tequila,2.02884
dirty sanchez,agavero liqueur,0.760815
dirty sanchez,giffard framboise de ronce,0.50721
dirty sanchez,lime juice,0.50721
dirty sanchez,thomas henry ginger beer,1
divino's,ketel one vodka,0.50721
divino's,barolo wine,2.53605
divino's,de kuyper brown crème de cacao,1.01442
dixie dew,bourbon whiskey,2.02884
dixie dew,giffard menthe pastille white crème de menthe,0.50721
dixie dew,de kuyper triple sec,0.50721
dixie dew,chilled water,0.760815
dna no.1,rutte dry gin,1.52163
dna no.1,de kuyper apricot brandy liqueur,0.760815
dna no.1,lemon juice,1.01442
dna no.1,sugar syrup,0.253605
dna no.1,orange bitters by angostura,0.5
dna no.2,rutte dry gin,1.01442
dna no.2,damson vodka liqueur,1.01442
dna no.2,de kuyper apricot brandy liqueur,0.760815
dna no.2,lime juice,0.50721
dna no.2,angostura aromatic bitters,0.5
dna no.2,chilled water,0.50721
doctor no.1,havana club 7yo rum,1.52163
doctor no.1,swedish punsch liqueur,1.52163
doctor no.1,lime juice,0.760815
doctor funk,dark/black/blackstrap rum,2.53605
doctor funk,la fée parisienne absinthe,0.16907
doctor funk,lemon juice,0.50721
doctor funk,lime juice,0.253605
doctor funk,sugar syrup,0.253605
doctor funk,giffard grenadine syrup,0.253605
dolce-amaro,disaronno amaretto,0.760815
dolce-amaro,italian red bitter liqueur,1.52163
dolce-amaro,martini extra dry vermouth,1.52163
dolce havana,bacardi carta blanca light rum,1.268025
dolce havana,de kuyper triple sec,0.50721
dolce havana,italian red bitter liqueur,0.50721
dolce havana,orange juice,1.268025
dolce havana,lime juice,1.268025
dolce havana,sugar syrup,0.16907
dolores no.1,havana club 7yo rum,2.02884
dolores no.1,dubonnet red,2.02884
dolores no.1,fino sherry,1.01442
donegal,irish whiskey,1.52163
donegal,luxardo maraschino liqueur,0.50721
donegal,mandarine napoleon liqueur,0.50721
donegal,martini extra dry vermouth,1.268025
don juan,rémy martin 1738 cognac,1.775235
don juan,licor 43 original liqueur,1.01442
don juan,orange juice,1.01442
don juan,milk,0.50721
don juan,single cream / half-and-half,0.50721
donna's creamy'tini,disaronno amaretto,1.01442
donna's creamy'tini,cherry heering cherry brandy liqueur,1.01442
donna's creamy'tini,de kuyper brown crème de cacao,1.01442
donna's creamy'tini,single cream / half-and-half,1.01442
dorian gray,bacardi carta blanca light rum,1.52163
dorian gray,grand marnier or other cognac orange liqueur,0.760815
dorian gray,orange juice,1.01442
dorian gray,cranberry juice,0.760815
double grape martini,green grapes,2
double grape martini,ketel one vodka,1.6907
double grape martini,sauvignon blanc wine,0.67628
double grape martini,sugar syrup,0.33814
double vision,ketel one citroen vodka,0.760815
double vision,blackcurrant flavoured vodka,0.760815
double vision,apple juice,0.760815
double vision,lime juice,0.760815
double vision,sugar syrup,0.50721
double vision,angostura aromatic bitters,0.5
doughnut cocktail,bacardi carta blanca light rum,1.52163
doughnut cocktail,bourbon whiskey,0.760815
doughnut cocktail,giffard vanille de madagascar,0.50721
doughnut cocktail,licor 43 original liqueur,0.50721
doughnut cocktail,butterscotch liqueur,0.50721
doughnut cocktail,chilled water,0.760815
dowa,ketel one vodka,2.53605
dowa,honey,2
dowa,lime juice,0.253605
downhill racer,havana club 7yo rum,1.6907
downhill racer,disaronno amaretto,0.50721
downhill racer,pineapple juice,1.52163
dr zeus,fernet liqueur,0.50721
dr zeus,raisins,2
dr zeus,rémy martin 1738 cognac,2.02884
dr zeus,sugar syrup,0.253605
dr zeus,coffee liqueur,0.16907
dr zeus,orange bitters by angostura,0.25
dragon blossom,rose petal liqueur,1.775235
dragon blossom,kwai feh lychee liqueur,0.253605
dragon blossom,syrup from luxardo maraschino cherries,0.253605
dragon blossom,cranberry juice,1.775235
dramatic martini,tuaca liqueur,1.01442
dramatic martini,grand marnier or other cognac orange liqueur,1.01442
dramatic martini,irish cream liqueur,1.01442
dramatic martini,milk,1.01442
dreamsicle,coffee liqueur,1.52163
dreamsicle,de kuyper triple sec,0.760815
dreamsicle,orange juice,1.01442
dreamsicle,single cream / half-and-half,0.50721
drowned out,pernod anise,2.02884
drowned out,lime juice,1.01442
drowned out,thomas henry ginger ale,1
dry ice martini,ketel one vodka,2.02884
dry ice martini,martini extra dry vermouth,0.50721
dry ice martini,canadian icewine,0.760815
dry martini 'preferred stirred' (5:1 ratio),rutte dry gin,2.113375
dry martini 'preferred stirred' (5:1 ratio),martini extra dry vermouth,0.422675
dry martini 'preferred stirred' (5:1 ratio),orange bitters by angostura,0.25
dry martini - the 'naked' or 'direct' martini,chilled water,0.16907
dry martini - the 'naked' or 'direct' martini,martini extra dry vermouth,0.084535
dry martini - the 'naked' or 'direct' martini,rutte dry gin,2.53605
dry orange martini,rutte dry gin,2.02884
dry orange martini,de kuyper triple sec,0.253605
dry orange martini,martini extra dry vermouth,0.760815
dry orange martini,orange bitters by angostura,0.5
dulchin,barsol mosto verde italia pisco,2.02884
dulchin,grand marnier or other cognac orange liqueur,0.50721
dulchin,de kuyper apricot brandy liqueur,0.50721
dulchin,lime cordial,0.253605
dulchin,giffard grenadine syrup,0.253605
dulchin,chilled water,0.50721
durango,patrón reposado tequila,2.02884
durango,disaronno amaretto,0.760815
durango,grapefruit juice,1.01442
durango,thomas henry soda water,1
dutch breakfast cocktail,warninks advocaat liqueur,1.52163
dutch breakfast cocktail,rutte dry gin,1.52163
dutch breakfast cocktail,lemon juice,0.760815
dutch breakfast cocktail,sugar syrup,0.253605
dutch breakfast cocktail,galliano l'autentico liqueur,0.16907
dutch courage,rutte dry gin,0.84535
dutch courage,warninks advocaat liqueur,0.84535
dutch courage,lemon juice,0.67628
dutch courage,apple juice,2.53605
dyevitchka,ketel one vodka,1.01442
dyevitchka,de kuyper triple sec,1.01442
dyevitchka,lime juice,0.50721
dyevitchka,sugar syrup,0.253605
dyevitchka,pineapple juice,1.52163
earl grey fizz,ketel one vodka,1.01442
earl grey fizz,earl grey tea,0.50721
earl grey fizz,sugar syrup,0.253605
earl grey fizz,brut champagne,1
earl grey marteani,rutte dry gin,2.02884
earl grey marteani,lemon juice,0.760815
earl grey marteani,pasteurised egg white,0.50721
earl grey marteani,sugar syrup,0.50721
east india no.1,rémy martin 1738 cognac,2.02884
east india no.1,red curaçao liqueur,0.16907
east india no.1,raspberry,0.16907
east india no.1,luxardo maraschino liqueur,0.084535
east india no.1,angostura aromatic bitters,0.5
east india no.2,rémy martin 1738 cognac,1.6907
east india no.2,orange curaçao liqueur,0.33814
east india no.2,pineapple juice,0.33814
east india no.2,pineapple sugar syrup,0.16907
east india no.2,angostura aromatic bitters,0.5
east indian,fino sherry,2.02884
east indian,martini extra dry vermouth,2.02884
east indian,sugar syrup,0.253605
east indian,orange bitters by angostura,0.75
easter cocktail,green cardamom pods,1.5
easter cocktail,absolut vanilia vodka,1.6907
easter cocktail,dutch cacao white crème de cacao,1.01442
easter cocktail,sugar syrup,0.16907
easter cocktail,pasteurised egg white,0.50721
eastern cocktail,ketel one vodka,2.02884
eastern cocktail,giffard mirabelle de lorraine,1.52163
eastern cocktail,apple juice,1.01442
eastern promise,ketel one vodka,2.02884
eastern promise,de kuyper apricot brandy liqueur,0.253605
eastern promise,rose sugar syrup,0.50721
eastern promise,lemon juice,0.50721
easy tiger,root ginger,1
easy tiger,honey,1
easy tiger,patrón reposado tequila,2.02884
easy tiger,lime juice,1.01442
easy tiger,chilled water,0.760815
eclipse,raspberries,2.4
eclipse,bourbon whiskey,2.02884
eclipse,giffard framboise de ronce,1.01442
eclipse,lime juice,0.50721
eclipse,cranberry juice,2.02884
eden,ketel one vodka,2.02884
eden,st-germain elderflower liqueur,0.50721
eden,apple juice,1.52163
eden,thomas henry tonic water,1
eden,tanqueray no. ten gin,1.52163
eden,fino sherry,0.50721
eden,lemon juice,0.253605
eden,lime juice,0.253605
eden,cucumber juice - use juice extractor english cucumber,0.253605
eden,freshly extracted celery juice,0.253605
eden,giffard sugar cane syrup,0.5
eden cocktail,rutte dry gin,2.53605
eden cocktail,giffard parfait amour liqueur,0.50721
eden cocktail,lemon juice,0.253605
eden cocktail,rose water,0.253605
eden cocktail,chilled water,0.253605
egg custard cocktail,ketel one vodka,1.52163
egg custard cocktail,warninks advocaat liqueur,1.01442
egg custard cocktail,absolut vanilia vodka,0.50721
egg custard cocktail,bourbon whiskey,0.50721
egg custard cocktail,sugar syrup,0.253605
eggnog (cold),rémy martin 1738 cognac,2.53605
eggnog (cold),sugar syrup,0.50721
eggnog (cold),egg,1.5
eggnog (cold),single cream / half-and-half,0.50721
