Id,Label,Type,Glass,Origin_State,Origin_Country,Interest_Rating,Average_Time,Taste_Profile,CommunityID
two-one-two (212),two-one-two (212),Cocktail,Collins glass,New York,United States,4.0,2.5,tarty,5
whisky flower,whisky flower,Cocktail,Old-fashioned glass,Huambo Province,Angola,4.0,2.5,malty,1
peach & apricot spritz,peach & apricot spritz,Cocktail,Old-fashioned glass,,Germany,4.0,2.5,floral,1
amber negroni (difford's recipe),amber negroni (difford's recipe),Cocktail,Old-fashioned glass,,Italy,4.0,2.5,dry,3
negroni bianco bergamotto,negroni bianco bergamotto,Cocktail,Old-fashioned glass,,Italy,4.0,2.5,dry,3
black basil,black basil,Cocktail,Collins glass,,,4.0,2.5,tarty,1
stone fence (by venning bros.),stone fence (by venning bros.),Cocktail,Fizz or Highball (8oz to 10oz),,United Kingdom,4.0,2.5,salty,1
merry widow no.3,merry widow no.3,Cocktail,Martini glass,,,4.0,2.5,aromatic,4
godchild,godchild,Cocktail,Old-fashioned glass,England,United Kingdom,4.0,2.5,aromatic,0
ugurundu,ugurundu,Cocktail,Shot glass,,,3.95,2.5,tangy,5
la bicyclette,la bicyclette,Cocktail,Coupe glass,,,3.95,2.5,dry,3
b2c2,b2c2,Cocktail,Martini glass,Chubut Province,Argentina,3.9,2.5,aromatic,3
roosevelt cocktail,roosevelt cocktail,Cocktail,Coupe glass,,United States,3.9,2.5,rummy,5
roosevelt cocktail no.2,roosevelt cocktail no.2,Cocktail,Coupe glass,,,3.9,2.5,malty,3
artichoke hold,artichoke hold,Cocktail,Double old-fashioned,New York,United States,3.9,2.5,rummy,1
nobile cocktail,nobile cocktail,Cocktail,Collins glass,,Italy,3.85,2.5,sweet,1
surfer on acid cocktail,surfer on acid cocktail,Cocktail,Old-fashioned glass,California,United States,3.85,2.5,pineapple,5
el presidente,el presidente,Cocktail,Nick & Nora glass,,,3.8,2.5,old,4
frisky lemonade,frisky lemonade,Cocktail,Collins glass,,,3.8,2.5,tangy,5
poinsettia,poinsettia,Cocktail,Flute glass,,Mexico,3.8,2.5,tangy,5
purple haze,purple haze,Cocktail,Shot glass,,United Kingdom,3.8,2.5,spirity,1
apple crumble cocktail no.1,apple crumble cocktail no.1,Cocktail,Martini glass,,,3.75,2.5,dry,1
atomic dog,atomic dog,Cocktail,Collins glass,District of Columbia,United States,3.75,2.5,pineapple,5
bijou shot,bijou shot,Cocktail,Shot glass,,,3.75,2.5,bitter,3
french monkey,french monkey,Cocktail,Old-fashioned glass,Brașov,Romania,3.75,2.5,dry,1
omedetai tricentenaire,omedetai tricentenaire,Cocktail,Coupe glass,,,3.75,2.5,aromatic,3
sâmia's batida de morango,sâmia's batida de morango,Cocktail,Collins glass,,,3.65,2.5,fruity,1
el pedroni,el pedroni,Cocktail,Old-fashioned glass,,Italy,3.6,2.5,earthy,3
café gates,café gates,Cocktail,Toddy glass,,,3.5,2.5,coffee,0
mandarine collins,mandarine collins,Cocktail,Collins glass,,Belgium,3.5,2.5,dry,1
a1 cocktail,a1 cocktail,Cocktail,Coupe glass,Community of Madrid,Spain,3.5,2.5,dry,3
amber negroni,amber negroni,Cocktail,Old-fashioned glass,,United States,3.5,2.5,aromatic,3
border hop,border hop,Cocktail,Toddy glass,,,3.5,2.5,oily,1
davinci code,davinci code,Cocktail,Snifter glass,,,3.5,2.5,aromatic,3
alcazer,alcazer,Cocktail,Nick & Nora glass,,,3.5,2.5,vanilla,3
black bison martini,black bison martini,Cocktail,Martini glass,,,3.4,2.5,dry,1
envy,envy,Cocktail,Martini glass,,,3.4,2.5,acidic,5
b-52 frozen,b-52 frozen,Cocktail,Old-fashioned glass,,,3.25,2.5,creamy,0
copper illusion,copper illusion,Cocktail,Old-fashioned glass,,,2.7,2.5,dry,3
gulf coast sex on the beach,gulf coast sex on the beach,Cocktail,Collins glass,,,2.7,2.5,dry,5
bald head,bald head,Cocktail,Coupe glass,Central Luzon,Philippines,2.4,2.5,dry,3
sputnik no.1,sputnik no.1,Cocktail,Martini glass,,,2.25,2.5,tangy,5
daiquiri (no added sugar & low-calorie),daiquiri (no added sugar & low-calorie),Cocktail,Coupe glass,,São Tomé and Príncipe,4.83,2.33,dry,5
the gold rush,the gold rush,Cocktail,Nick & Nora glass,Thuringia,Germany,4.8,2.33,vanilla,1
madurised old fashioned godfather,madurised old fashioned godfather,Cocktail,Old-fashioned glass,,,4.75,2.33,vanilla,3
william wallace,william wallace,Cocktail,Nick & Nora glass,,,4.75,2.33,dry,3
olivier's ultima palabra,olivier's ultima palabra,Cocktail,Coupe glass,,,4.75,2.33,smokey,4
padrino,padrino,Cocktail,Old-fashioned glass,,,4.65,2.33,sweet,4
gypsy no.1,gypsy no.1,Cocktail,Coupe glass,,,4.63,2.33,dry,3
london gypsy,london gypsy,Cocktail,Nick & Nora glass,,,4.63,2.33,dry,3
loaded pistol,loaded pistol,Cocktail,Old-fashioned glass,,,4.6,2.33,peppery,3
tailor made,tailor made,Cocktail,Coupe glass,,,4.55,2.33,vanilla,5
bouquet,bouquet,Cocktail,Coupe glass,Lazio,Italy,4.5,2.33,dry,3
brandy daisy,brandy daisy,Cocktail,Wine glass,,,4.5,2.33,aromatic,1
mrs hendrickx lemonade highball,mrs hendrickx lemonade highball,Cocktail,Highball (max 10oz/300ml),Lesser Poland Voivodeship,Poland,4.5,2.33,salty,1
bananavardier,bananavardier,Cocktail,Rocks glass,,France,4.5,2.33,earthy,4
good cork,good cork,Cocktail,Old-fashioned glass,New York,United States,4.35,2.33,peppery,3
hotel nacional special,hotel nacional special,Cocktail,Coupe glass,,,4.27,2.33,old,5
gin shandy,gin shandy,Cocktail,Highball (max 10oz/300ml),,,4.27,2.33,floral,1
colonel t,colonel t,Cocktail,Sling glass,,,4.25,2.33,pineapple,3
summer breeze,summer breeze,Cocktail,Old-fashioned glass,,,4.23,2.33,spirity,1
seabreeze (layered version),seabreeze (layered version),Cocktail,Collins glass,England,United Kingdom,4.17,2.33,tangy,5
de la louisiane no.2 (equal parts bourbon),de la louisiane no.2 (equal parts bourbon),Cocktail,Coupe glass,,,4.15,2.33,vanilla,3
chris's trident,chris's trident,Cocktail,Old-fashioned glass,,,4.15,2.33,malty,4
whiskey tea highball,whiskey tea highball,Cocktail,Highball (max 10oz/300ml),,,4.13,2.33,vanilla,3
little italy,little italy,Cocktail,Coupe glass,New York,United States,4.12,2.33,malty,3
ski breeze,ski breeze,Cocktail,Collins glass,,,3.87,2.33,tarty,0
batida de carneval,batida de carneval,Cocktail,Collins glass,,,3.77,2.33,watery,1
dublin spider highball,dublin spider highball,Cocktail,Highball (max 10oz/300ml),,Ireland,4.47,2.25,spicy,3
slow comfortable screw against a cold hard wall with a kiss,slow comfortable screw against a cold hard wall with a kiss,Cocktail,Collins glass,,,4.38,2.25,tangy,5
black nail no.1,black nail no.1,Cocktail,Old-fashioned glass,,,4.25,2.25,dry,3
addison,addison,Cocktail,Martini glass,,France,4.2,2.0,dry,3
walnut martini,walnut martini,Cocktail,Martini glass,,,4.0,2.0,spirity,3
viagra falls,viagra falls,Cocktail,Martini glass,Canterbury,New Zealand,4.0,2.0,watery,3
air mail,air mail,Cocktail,Highball (max 10oz/300ml),,Cuba,5.0,2.0,dry,5
apple manhattan,apple manhattan,Cocktail,Martini glass,New York,United States,5.0,2.0,vanilla,3
beja flor cocktail,beja flor cocktail,Cocktail,Coupe glass,,,5.0,2.0,watery,1
champagne cocktail,champagne cocktail,Cocktail,Flute glass,,France,5.0,2.0,dry,3
cordless screwdriver,cordless screwdriver,Cocktail,Shot glass,,,5.0,2.0,crispy,0
algeria,algeria,Cocktail,Coupe glass,,Algeria,5.0,2.0,sweet,1
boulevard,boulevard,Cocktail,Martini glass,Metropolitan France,France,5.0,2.0,vanilla,3
episcopal,episcopal,Cocktail,Old-fashioned glass,Lazio,Italy,5.0,2.0,fresh,3
fine & dandy,fine & dandy,Cocktail,Coupe glass,Oklahoma,United States,5.0,2.0,dry,1
frankenjack cocktail,frankenjack cocktail,Cocktail,Coupe glass,New York,United States,5.0,2.0,dry,3
french daisy,french daisy,Cocktail,Martini glass,,,5.0,2.0,aromatic,1
french martini,french martini,Cocktail,Martini glass,,France,5.0,2.0,spirity,5
icey apple martini,icey apple martini,Cocktail,Martini glass,,,5.0,2.0,dry,1
kentucky tea,kentucky tea,Cocktail,Collins glass,,,5.0,2.0,vanilla,3
orchard breeze,orchard breeze,Cocktail,Poco grande,,,5.0,2.0,floral,1
polish martini,polish martini,Cocktail,Martini glass,,Poland,5.0,2.0,spirity,1
raspberry martini,raspberry martini,Cocktail,Coupe glass,,,5.0,2.0,spirity,1
raspberry 'martini' (by dick bradsell),raspberry 'martini' (by dick bradsell),Cocktail,Martini glass,,,5.0,2.0,dry,1
tarte tatin cocktail,tarte tatin cocktail,Cocktail,Martini glass,,,5.0,2.0,vanilla,0
gloria,gloria,Cocktail,Flute glass,,,5.0,2.0,earthy,1
bicardar,bicardar,Cocktail,Martini glass,,,5.0,2.0,dry,3
bullfrog no.2,bullfrog no.2,Cocktail,Collins glass,,,5.0,2.0,spirity,5
colony,colony,Cocktail,Martini glass,,,5.0,2.0,dry,3
pisco bell ringer,pisco bell ringer,Cocktail,Coupe glass,,,5.0,2.0,sweet,1
dry martini (7:1 ratio) embury's,dry martini (7:1 ratio) embury's,Cocktail,Martini glass,,,5.0,2.0,dry,3
santorini,santorini,Cocktail,Old-fashioned glass,Region of Crete,Greece,5.0,2.0,bitter,3
april fool,april fool,Cocktail,Martini glass,England,United Kingdom,5.0,2.0,watery,3
very french martini,very french martini,Cocktail,Coupe glass,,,5.0,2.0,aromatic,5
beer on-the-rocks,beer on-the-rocks,Cocktail,Old-fashioned glass,,,5.0,2.0,malty,3
french 125 (french '75' with cognac),french 125 (french '75' with cognac),Cocktail,Flute glass,,France,5.0,2.0,dry,1
triomphe d'anis (triumph of aniseed),triomphe d'anis (triumph of aniseed),Cocktail,Coupe glass,,France,5.0,2.0,aromatic,3
lachlan's antiscorbutic,lachlan's antiscorbutic,Cocktail,Coupe glass,,,5.0,2.0,fresh,1
alpha,alpha,Cocktail,Nick & Nora glass,,France,5.0,2.0,sweet,1
arte de volar,arte de volar,Cocktail,Coupe glass,,,5.0,2.0,smokey,5
manhattan (petite serve),manhattan (petite serve),Cocktail,Nick & Nora glass,New York,United States,5.0,2.0,vanilla,3
sweet grape caipirinha (caipirinha d'uva),sweet grape caipirinha (caipirinha d'uva),Cocktail,Highball (max 10oz/300ml),,Brazil,5.0,2.0,watery,1
tessmanian devil,tessmanian devil,Cocktail,Martini glass,,,5.0,2.0,dry,3
limoncello spritz,limoncello spritz,Cocktail,Wine glass,Sicily,Italy,5.0,2.0,citrusy,1
dutch tea cocktail,dutch tea cocktail,Cocktail,Nick & Nora glass,,Netherlands,5.0,2.0,old,3
mandarine daisy,mandarine daisy,Cocktail,Coupe glass,,,5.0,2.0,dry,5
equilibrium,equilibrium,Cocktail,Coupe glass,,Italy,5.0,2.0,dry,6
jerezana cocktail,jerezana cocktail,Cocktail,Coupe glass,England,United Kingdom,5.0,2.0,sweet,3
prescription julep,prescription julep,Cocktail,Julep tin,Northwestern Federal District,Russia,5.0,2.0,aromatic,3
millionaire's martini,millionaire's martini,Cocktail,Coupe glass,England,United Kingdom,5.0,2.0,dry,3
elegance,elegance,Cocktail,Coupe glass,California,United States,5.0,2.0,dry,1
gloria (by will isaza),gloria (by will isaza),Cocktail,Collins glass,,Colombia,5.0,2.0,vanilla,0
sâmia's unusual negroni cocktail,sâmia's unusual negroni cocktail,Cocktail,Old-fashioned glass,,,5.0,2.0,aromatic,4
nil's banana calling,nil's banana calling,Cocktail,Coupe glass,,,5.0,2.0,aromatic,1
french raspberry,french raspberry,Cocktail,Flute glass,,,5.0,2.0,sweet,1
piotr's polish martini,piotr's polish martini,Cocktail,Martini glass,,,5.0,2.0,spirity,1
fire on the mountain,fire on the mountain,Cocktail,Tiki mug or collins,,Jamaica,5.0,2.0,pineapple,5
candie's the last word cocktail,candie's the last word cocktail,Cocktail,Martini glass,,,5.0,2.0,aromatic,4
johannes's oriental,johannes's oriental,Cocktail,Coupe glass,,,5.0,2.0,old,4
arte de volar - kelsey's version,arte de volar - kelsey's version,Cocktail,Coupe glass,,,5.0,2.0,sweet,1
michael's white russian cocktail,michael's white russian cocktail,Cocktail,Old-fashioned glass,,,5.0,2.0,spirity,0
harry oleson's cherry martinez,harry oleson's cherry martinez,Cocktail,Coupe glass,,,5.0,2.0,tangy,4
gin passionfruit sunrise,gin passionfruit sunrise,Cocktail,Highball (max 10oz/300ml),,,5.0,2.0,bitter,1
santorini martini,santorini martini,Cocktail,Martini (small) glass,,,5.0,2.0,fresh,3
kalimotxo,kalimotxo,Cocktail,Collins glass,,Spain,5.0,2.0,tart,1
the winter's nail,the winter's nail,Cocktail,Toddy glass,,,4.8,2.0,aromatic,0
heather julep,heather julep,Cocktail,Julep tin,Béja,Tunisia,4.75,2.0,dry,1
orange mojito,orange mojito,Cocktail,Collins glass,,Spain,4.75,2.0,crispy,1
bobby burns cocktail (crockett's recipe),bobby burns cocktail (crockett's recipe),Cocktail,Old-fashioned glass,,Scotland,4.75,2.0,dry,3
rude gypsy,rude gypsy,Cocktail,Nick & Nora glass,,,4.75,2.0,smokey,5
gin colheita,gin colheita,Cocktail,Coupe glass,,,4.75,2.0,dry,3
highland blossom,highland blossom,Cocktail,Rocks glass,,,4.75,2.0,floral,3
lo stregone,lo stregone,Cocktail,Old-fashioned glass,,,4.75,2.0,herby,3
cin-cyn,cin-cyn,Cocktail,Old-fashioned glass,,Italy,4.75,2.0,dry,3
check mate,check mate,Cocktail,Highball (max 10oz/300ml),,,4.75,2.0,earthy,4
paper plane,paper plane,Cocktail,Coupe glass,New York,United States,4.7,2.0,vanilla,1
new york sour (no added sugar & low-calorie),new york sour (no added sugar & low-calorie),Cocktail,Old-fashioned glass,,,4.7,2.0,vanilla,1
hot spicy rick,hot spicy rick,Cocktail,Martini glass,,,4.7,2.0,rummy,4
diplomat,diplomat,Cocktail,Old-fashioned glass,Davao Region,Philippines,4.67,2.0,tarty,3
golden nail,golden nail,Cocktail,Old-fashioned glass,,,4.67,2.0,vanilla,3
hey sugar,hey sugar,Cocktail,Flute glass,,,4.63,2.0,dry,1
pink gin & tonic,pink gin & tonic,Cocktail,Collins glass,,,4.6,2.0,gingery,3
gin rickey,gin rickey,Cocktail,Fizz or Highball (8oz to 10oz),,United States,4.6,2.0,dry,1
vodka rickey,vodka rickey,Cocktail,Fizz or Highball (8oz to 10oz),,,4.6,2.0,spirity,1
holiday martini,holiday martini,Cocktail,Nick & Nora glass,,,4.6,2.0,dry,3
buena vista,buena vista,Cocktail,Rocks glass,Munster,Ireland,4.6,2.0,whiskey,4
a very good highland nail,a very good highland nail,Cocktail,Old-fashioned glass,,,4.6,2.0,sweet,8
st. mezcal a l'orange,st. mezcal a l'orange,Cocktail,Coupe glass,,,4.6,2.0,sweet,4
bohemian iced tea,bohemian iced tea,Cocktail,Old-fashioned glass,,,4.5,2.0,earthy,1
bomber,bomber,Cocktail,Collins glass,,,4.5,2.0,gingery,5
chin chin,chin chin,Cocktail,Flute glass,,Europe,4.5,2.0,dry,1
angel's share no.1,angel's share no.1,Cocktail,Martini glass,,,4.5,2.0,aromatic,1
dickens' dry martini,dickens' dry martini,Cocktail,Martini glass,,,4.5,2.0,dry,3
dr zeus,dr zeus,Cocktail,Old-fashioned glass,,United Kingdom,4.5,2.0,aromatic,3
east india no.1,east india no.1,Cocktail,Coupe glass,,,4.5,2.0,aromatic,3
fish house punch,fish house punch,Cocktail,Collins glass,,,4.5,2.0,aromatic,1
grapefruit julep,grapefruit julep,Cocktail,Collins glass,,,4.5,2.0,spirity,1
harvey wallbanger,harvey wallbanger,Cocktail,Collins glass,,,4.5,2.0,tangy,1
hot toddy (hot scotch & tea),hot toddy (hot scotch & tea),Cocktail,Toddy glass,,India,4.5,2.0,dry,1
ice 't' knee,ice 't' knee,Cocktail,Martini glass,,,4.5,2.0,spirity,1
koi yellow,koi yellow,Cocktail,Martini glass,California,United States,4.5,2.0,tangy,1
liquorice cocktail,liquorice cocktail,Cocktail,Martini glass,,Italy,4.5,2.0,dry,0
mae west cocktail,mae west cocktail,Cocktail,Martini glass,England,United Kingdom,4.5,2.0,spirity,5
mango punch,mango punch,Cocktail,Collins glass,,,4.5,2.0,fruity,5
melon daiquiri (served frozen),melon daiquiri (served frozen),Cocktail,Martini glass,,Jamaica,4.5,2.0,sweet,5
nevada daiquiri,nevada daiquiri,Cocktail,Coupe glass,,,4.5,2.0,rummy,5
passion fruit martini (simple),passion fruit martini (simple),Cocktail,Martini glass,England,United Kingdom,4.5,2.0,citrusy,1
pineapple & cardamom daiquiri,pineapple & cardamom daiquiri,Cocktail,Martini glass,,Cuba,4.5,2.0,dry,5
pineapple & sage margarita,pineapple & sage margarita,Cocktail,Coupe glass,,,4.5,2.0,earthy,5
pink palace,pink palace,Cocktail,Coupe glass,Hawaii,United States,4.5,2.0,dry,3
royal smile,royal smile,Cocktail,Coupe glass,Central Luzon,Philippines,4.5,2.0,dry,1
russian bride,russian bride,Cocktail,Martini glass,,Russia,4.5,2.0,vanilla,0
russian spring punch,russian spring punch,Cocktail,Sling glass,,Russia,4.5,2.0,dry,1
saturn 'martini',saturn 'martini',Cocktail,Martini glass,,,4.5,2.0,fresh,1
sodden grape,sodden grape,Cocktail,Martini glass,,Canada,4.5,2.0,herby,1
75 cocktail (macelhone's 1926 recipe),75 cocktail (macelhone's 1926 recipe),Cocktail,Coupe glass,,France,4.5,2.0,fresh,3
spiked apple cider (hot),spiked apple cider (hot),Cocktail,Toddy glass,Metropolitan France,France,4.5,2.0,tarty,1
stairs cocktail,stairs cocktail,Cocktail,Martini glass,,,4.5,2.0,spirity,1
tipperary no.1,tipperary no.1,Cocktail,Nick & Nora glass,Subcarpathian Voivodeship,Poland,4.5,2.0,whisky,3
vante cocktail,vante cocktail,Cocktail,Coupe glass,,,4.5,2.0,vanilla,0
wink,wink,Cocktail,Old-fashioned glass,England,United Kingdom,4.5,2.0,dry,3
clara astié cocktail,clara astié cocktail,Cocktail,Martini glass,,Cuba,4.5,2.0,dry,3
death in the gulf stream,death in the gulf stream,Cocktail,Collins glass,Texas,United States,4.5,2.0,old,1
eighteen '97,eighteen '97,Cocktail,Martini glass,,,4.5,2.0,citrusy,1
pernelle,pernelle,Cocktail,Collins glass,England,United Kingdom,4.5,2.0,spirity,1
sol ardiente,sol ardiente,Cocktail,Coupe glass,,,4.5,2.0,dry,1
tenner martini,tenner martini,Cocktail,Martini glass,,,4.5,2.0,dry,3
john daly,john daly,Cocktail,Collins glass,,,4.5,2.0,aromatic,1
vancouver,vancouver,Cocktail,Coupe glass,,,4.5,2.0,dry,3
defender cocktail,defender cocktail,Cocktail,Coupe glass,,,4.5,2.0,sweet,3
gypsy queen,gypsy queen,Cocktail,Nick & Nora glass,,,4.5,2.0,spirity,3
palomino flor,palomino flor,Cocktail,Coupe glass,,,4.5,2.0,dry,3
russian cocktail,russian cocktail,Cocktail,Coupe glass,Brussels-Capital,Belgium,4.5,2.0,spirity,3
gin twist,gin twist,Cocktail,Toddy glass,,,4.5,2.0,dry,1
praecocia cocktail,praecocia cocktail,Cocktail,Coupe glass,,,4.5,2.0,vanilla,3
phish hook,phish hook,Cocktail,Coupe glass,,,4.5,2.0,malty,3
rhine wine cobbler,rhine wine cobbler,Cocktail,Goblet glass,,,4.5,2.0,tarty,1
sourise,sourise,Cocktail,Coupe glass,,,4.5,2.0,aromatic,1
love me flip,love me flip,Cocktail,Goblet glass,,,4.5,2.0,rummy,3
kopstoot,kopstoot,Cocktail,Shot and Beer glass,North Holland,Netherlands,4.5,2.0,fruity,3
mezzo e mezzo,mezzo e mezzo,Cocktail,Old-fashioned glass,,,4.5,2.0,salty,1
rhubarb lucca negroni,rhubarb lucca negroni,Cocktail,Old-fashioned glass,,,4.5,2.0,dry,3
ramos chocolate fizz cocktail,ramos chocolate fizz cocktail,Cocktail,Flute glass,,,4.5,2.0,dry,0
manky panky cocktail,manky panky cocktail,Cocktail,Coupe glass,,,4.5,2.0,dry,3
bonaparte cocktail,bonaparte cocktail,Cocktail,Collins glass,,Italy,4.5,2.0,salty,1
thai green cocktail,thai green cocktail,Cocktail,Old-fashioned glass,,Thailand,4.5,2.0,spirity,5
saison l'hiver,saison l'hiver,Cocktail,Flute glass,England,United Kingdom,4.5,2.0,savory,1
love heart,love heart,Cocktail,Flute glass,,,4.5,2.0,dry,1
milano torino (mi-to) cocktail,milano torino (mi-to) cocktail,Cocktail,Old-fashioned glass,Piedmont,Italy,4.5,2.0,bitter,3
smoked salty sour,smoked salty sour,Cocktail,Old-fashioned glass,,,4.5,2.0,dry,3
aristotle cocktail,aristotle cocktail,Cocktail,Coupe glass,,Greece,4.5,2.0,dry,1
denny & eleni,denny & eleni,Cocktail,Coupe glass,,Greece,4.5,2.0,dry,3
smoky tears cocktail,smoky tears cocktail,Cocktail,Coupe glass,,,4.5,2.0,peppery,1
cold whisky punch,cold whisky punch,Cocktail,Collins glass,,,4.5,2.0,dry,1
enrico palazzo,enrico palazzo,Cocktail,Coupe glass,,Italy,4.5,2.0,vanilla,3
zuzu's petals cocktail,zuzu's petals cocktail,Cocktail,Coupe glass,,,4.5,2.0,herby,1
miss moonshine,miss moonshine,Cocktail,Coupe glass,,,4.5,2.0,sour,4
tribute,tribute,Cocktail,Flute glass,,Mexico,4.5,2.0,dry,1
sacred martell,sacred martell,Cocktail,Wine glass,,,4.5,2.0,aromatic,1
indimenticabili momenti (unforgettable moments),indimenticabili momenti (unforgettable moments),Cocktail,Nick & Nora glass,,,4.5,2.0,aromatic,3
art de vivre (art of living),art de vivre (art of living),Cocktail,Coupe glass,,France,4.5,2.0,aromatic,3
la garde de nuit (the night's watch),la garde de nuit (the night's watch),Cocktail,Coupe glass,Northern Ireland,United Kingdom,4.5,2.0,aromatic,3
a rose by any other name,a rose by any other name,Cocktail,Old-fashioned glass,,France,4.5,2.0,aromatic,3
the devil in me,the devil in me,Cocktail,Martini glass,Utah,United States,4.5,2.0,aromatic,3
the cheshire cat,the cheshire cat,Cocktail,Old-fashioned glass,New South Wales,Australia,4.5,2.0,aromatic,3
a few of my favourite things,a few of my favourite things,Cocktail,Old-fashioned glass,,,4.5,2.0,aromatic,3
titre provisoire (provisional title),titre provisoire (provisional title),Cocktail,Coupe glass,,,4.5,2.0,aromatic,3
le coq d'or (the golden rooster),le coq d'or (the golden rooster),Cocktail,Coupe glass,Ontario,Canada,4.5,2.0,aromatic,3
"the good, the bad and the ugni","the good, the bad and the ugni",Cocktail,Old-fashioned glass,,Canada,4.5,2.0,aromatic,3
king heering,king heering,Cocktail,Old-fashioned glass,,,4.5,2.0,salty,3
simon says,simon says,Cocktail,Rocks glass,,Russia,4.5,2.0,old,3
heering is keering,heering is keering,Cocktail,Coupe glass,,,4.5,2.0,peppery,5
yuliya martini,yuliya martini,Cocktail,Nick & Nora glass,,,4.5,2.0,spirity,1
sleepy smoker,sleepy smoker,Cocktail,Coupe glass,,,4.5,2.0,sharp,3
