Id,Label,Type,Glass,Origin_State,Origin_Country,Interest_Rating,Average_Time,Taste_Profile,CommunityID
eileanóir,eileanóir,Cocktail,Nick & Nora glass,,,4.0,3.0,sour,4
brainstorm,brainstorm,Cocktail,Coupe glass,Subcarpathian Voivodeship,Poland,3.97,3.0,whisky,3
sunny breeze,sunny breeze,Cocktail,Collins glass,,,3.97,3.0,tarty,5
gin & it,gin & it,Cocktail,Old-fashioned glass,,Italy,3.95,3.0,dry,3
morning glory,morning glory,Cocktail,Old-fashioned glass,Västra Götaland County,Sweden,3.95,3.0,aromatic,3
little smith,little smith,Cocktail,Coupe glass,Fukuoka Prefecture,Japan,3.95,3.0,tarty,1
glen's comte de sureau,glen's comte de sureau,Cocktail,Old-fashioned glass,,,3.95,3.0,aromatic,4
thriller from vanilla,thriller from vanilla,Cocktail,Martini glass,,,3.9,3.0,tangy,5
cement mixer,cement mixer,Cocktail,Shot glass,,Ireland,3.9,3.0,creamy,0
darkside,darkside,Cocktail,Coupe glass,Metropolitan France,France,3.9,3.0,dry,3
balón 43,balón 43,Cocktail,Copa glass,,Mexico,3.9,3.0,salty,1
madame mayahuel,madame mayahuel,Cocktail,Coupe glass,,,3.9,3.0,peppery,3
sunset park,sunset park,Cocktail,Coupe glass,,,3.9,3.0,malty,3
nailed,nailed,Cocktail,Shot glass,,,3.87,3.0,herby,3
poinciana,poinciana,Cocktail,Coupe glass,,,3.87,3.0,malty,3
caprice,caprice,Cocktail,Martini glass,Indiana,United States,3.85,3.0,dry,3
sweetie pie,sweetie pie,Cocktail,Coupe glass,,,3.85,3.0,rummy,5
after eight,after eight,Cocktail,Shot glass,Great Britain,United Kingdom,3.83,3.0,spirity,0
rhett butler,rhett butler,Cocktail,Old-fashioned glass,,Australia,3.83,3.0,tangy,5
brandy smash,brandy smash,Cocktail,Old-fashioned glass,,France,3.8,3.0,aromatic,1
butterscotch daiquiri,butterscotch daiquiri,Cocktail,Coupe glass,,Cuba,3.8,3.0,dry,5
tequila slammer,tequila slammer,Cocktail,Shot glass,,Mexico,3.8,3.0,earthy,1
dreamy dorini smoking martini,dreamy dorini smoking martini,Cocktail,Coupe glass,,,3.8,3.0,spirity,1
robin cocktail,robin cocktail,Cocktail,Nick & Nora glass,,Ireland,3.8,3.0,old,6
giuseppi's sour,giuseppi's sour,Cocktail,Old-fashioned glass,,,3.8,3.0,fruity,1
camparinha,camparinha,Cocktail,Shot & old fashioned glass,,,3.8,3.0,tarty,4
scott 's clover club cocktail no.3 (difford's recipe),scott 's clover club cocktail no.3 (difford's recipe),Cocktail,Coupe glass,,,3.8,3.0,soft,1
mandarito,mandarito,Cocktail,Old-fashioned glass,,,3.75,3.0,zesty,1
mayan whore,mayan whore,Cocktail,Sling glass,,,3.75,3.0,earthy,5
tootie fruity lifesaver,tootie fruity lifesaver,Cocktail,Collins glass,,,3.75,3.0,spirity,5
caipiruva bacchanalia,caipiruva bacchanalia,Cocktail,Old-fashioned glass,,,3.75,3.0,watery,1
santiago no.2,santiago no.2,Cocktail,Coupe glass,,,3.75,3.0,dry,1
nanhi pari,nanhi pari,Cocktail,Martini glass,,,3.75,3.0,peppery,1
the entwistle,the entwistle,Cocktail,Coupe glass,,,3.75,3.0,fresh,3
cotillion,cotillion,Cocktail,Coupe glass,,,3.75,3.0,vanilla,5
naramata,naramata,Cocktail,Coupe glass,British Columbia,Canada,3.75,3.0,aromatic,3
flaming henry,flaming henry,Cocktail,Shot glass,,,3.73,3.0,nutty,0
ink cocktail no.1,ink cocktail no.1,Cocktail,Martini glass,,,3.73,3.0,tangy,5
golden shot,golden shot,Cocktail,Shot glass,,Ireland,3.7,3.0,herby,3
katinka,katinka,Cocktail,Martini glass,Tel-Aviv District,Israel,3.7,3.0,spirity,1
mauresque,mauresque,Cocktail,Collins glass,,France,3.7,3.0,watery,3
refresher (non-alcoholic),refresher (non-alcoholic),Cocktail,Collins glass,Illinois,United States,3.7,3.0,tangy,1
tom's alaska (straub's 1914 recipe),tom's alaska (straub's 1914 recipe),Cocktail,Coupe glass,,,3.7,3.0,piney,4
golden-rita,golden-rita,Cocktail,Margarita glass,,,3.7,3.0,sweet,5
yellow jacket (tequila-based),yellow jacket (tequila-based),Cocktail,Nick & Nora glass,New York,United States,3.7,3.0,earthy,3
astoria,astoria,Cocktail,Martini glass,New York,United States,3.67,3.0,tarty,3
hot shot,hot shot,Cocktail,Shot glass,Stockholm County,Sweden,3.65,3.0,licorice,0
raspberry watkins,raspberry watkins,Cocktail,Sling glass,,,3.65,3.0,spirity,5
sawyer,sawyer,Cocktail,Old-fashioned glass,,,3.65,3.0,citrusy,3
pantera rosa,pantera rosa,Cocktail,Coupe glass,,,3.65,3.0,dry,1
black jack shot,black jack shot,Cocktail,Shot glass,,,3.63,3.0,licorice,0
canarie,canarie,Cocktail,Collins glass,,,3.6,3.0,licorice,3
castro,castro,Cocktail,Martini glass,,Cuba,3.6,3.0,rummy,5
doughnut cocktail,doughnut cocktail,Cocktail,Martini glass,,Ireland,3.6,3.0,dry,0
mucky bottom,mucky bottom,Cocktail,Collins glass,,,3.6,3.0,tarty,5
patrón yellow submarine,patrón yellow submarine,Cocktail,Rocks glass,,,3.6,3.0,smokey,6
peat's dragon,peat's dragon,Cocktail,Coupe glass,,,3.6,3.0,dry,3
beverly hills iced tea,beverly hills iced tea,Cocktail,Sling glass,,,3.55,3.0,citrusy,1
purple turtle,purple turtle,Cocktail,Shot glass,,,3.55,3.0,earthy,5
bermuda triangle,bermuda triangle,Cocktail,Coupe glass,,,3.55,3.0,buttery,3
the bermuda triangle,the bermuda triangle,Cocktail,Old-fashioned glass,,Jamaica,3.55,3.0,gingery,5
brotherhood,brotherhood,Cocktail,Nick & Nora glass,,Ireland,3.55,3.0,whisky,3
alexander's sister,alexander's sister,Cocktail,Martini glass,,United States,3.5,3.0,dry,0
b5200,b5200,Cocktail,Shot glass,,,3.5,3.0,coffee,0
bolero,bolero,Cocktail,Coupe glass,New Mexico,United States,3.5,3.0,dry,3
borderline,borderline,Cocktail,Martini glass,Southeast Region,Brazil,3.5,3.0,vanilla,3
bramblette,bramblette,Cocktail,Martini glass,,,3.5,3.0,dry,1
collar & cuff,collar & cuff,Cocktail,Toddy glass,,,3.5,3.0,dry,1
glass tower,glass tower,Cocktail,Collins glass,,,3.5,3.0,tangy,5
granny's,granny's,Cocktail,Martini glass,,,3.5,3.0,dry,1
granny's cocktail,granny's cocktail,Cocktail,Martini glass,,,3.5,3.0,creamy,3
jaffa 'martini',jaffa 'martini',Cocktail,Martini glass,,,3.5,3.0,rich,0
maxim's coffee (hot),maxim's coffee (hot),Cocktail,Toddy glass,,Mexico,3.5,3.0,aromatic,3
medicinal solution,medicinal solution,Cocktail,Collins glass,,,3.5,3.0,old,3
monkey shine,monkey shine,Cocktail,Coupe glass,,,3.5,3.0,old,5
mountain sipper,mountain sipper,Cocktail,Old-fashioned glass,,,3.5,3.0,vanilla,5
picca,picca,Cocktail,Coupe glass,,,3.5,3.0,dry,3
raspberry sake'tini,raspberry sake'tini,Cocktail,Martini glass,,,3.5,3.0,tangy,5
rhubarb & lemongrass cocktail,rhubarb & lemongrass cocktail,Cocktail,Martini glass,,,3.5,3.0,dry,1
rumba,rumba,Cocktail,Double old-fashioned,,Cuba,3.5,3.0,dry,5
scotch bounty cocktail,scotch bounty cocktail,Cocktail,Martini glass,,,3.5,3.0,dry,5
sporran breeze,sporran breeze,Cocktail,Collins glass,,,3.5,3.0,tarty,1
sundowner no.2,sundowner no.2,Cocktail,Old-fashioned glass,,,3.5,3.0,racy,1
vert'ical breeze,vert'ical breeze,Cocktail,Collins glass,,,3.5,3.0,tangy,5
the dubonnet cocktail no.2,the dubonnet cocktail no.2,Cocktail,Martini glass,,,3.5,3.0,dry,3
tabula rasa,tabula rasa,Cocktail,Old-fashioned glass,England,United Kingdom,3.5,3.0,chocolatey,3
amatitan twist,amatitan twist,Cocktail,Coupe glass,Netherlands,Netherlands,3.5,3.0,earthy,3
gamble,gamble,Cocktail,Old-fashioned glass,,,3.5,3.0,sweet,3
scotch point,scotch point,Cocktail,Old-fashioned glass,Scotland,United Kingdom,3.5,3.0,dry,3
the holland house (kappeler's rye-based),the holland house (kappeler's rye-based),Cocktail,Coupe glass,Western Greece and the Ionian,Greece,3.5,3.0,malty,3
stephen marshall,stephen marshall,Cocktail,Old-fashioned glass,Washington,United States,3.5,3.0,dry,3
cloud 9,cloud 9,Cocktail,Coupe glass,,,3.5,3.0,smokey,3
marshall,marshall,Cocktail,Coupe glass,Drochia District,Moldova,3.5,3.0,old,1
alternatini,alternatini,Cocktail,Martini glass,,,3.5,3.0,spirity,3
the high noon,the high noon,Cocktail,Coupe glass,,,3.5,3.0,tangy,1
detroit irish cocktail,detroit irish cocktail,Cocktail,Martini glass,,,3.5,3.0,vanilla,3
mr. roboto,mr. roboto,Cocktail,Coupe glass,,Japan,3.5,3.0,dry,4
piccadilly line martini,piccadilly line martini,Cocktail,Martini glass,,,3.5,3.0,aromatic,4
william's horse's neck with a kick,william's horse's neck with a kick,Cocktail,Highball (max 10oz/300ml),,,3.5,3.0,vanilla,4
high noon,high noon,Cocktail,Coupe glass,,Mexico,3.5,3.0,caramel,3
mat the rat,mat the rat,Cocktail,Collins glass,,,3.43,3.0,dry,5
french bison-tini,french bison-tini,Cocktail,Martini glass,,France,3.4,3.0,herby,5
volga boatman,volga boatman,Cocktail,Martini glass,,Russia,3.4,3.0,spirity,1
bazooka,bazooka,Cocktail,Shot glass,,Ireland,3.37,3.0,sweet,0
redback,redback,Cocktail,Shot glass,,Netherlands,3.3,3.0,creamy,0
purple flirt no.2,purple flirt no.2,Cocktail,Old-fashioned glass,,,3.28,3.0,rummy,5
k.g.b.,k.g.b.,Cocktail,Shot glass,,Colombia,3.25,3.0,coffee,0
cider house rules,cider house rules,Cocktail,Old-fashioned glass,,,3.25,3.0,earthy,1
oil slick,oil slick,Cocktail,Shot glass,New York,United States,3.2,3.0,creamy,0
cheeky vimto,cheeky vimto,Cocktail,Boston glass,,,3.2,3.0,tangy,4
green isaac's special,green isaac's special,Cocktail,Collins glass,Scotland,United Kingdom,3.2,3.0,Unknown,5
commander in chief,commander in chief,Cocktail,Nick & Nora glass,,Ireland,3.2,3.0,creamy,3
blue heaven,blue heaven,Cocktail,Collins glass,,Australia,3.05,3.0,pineapple,5
artlantic,artlantic,Cocktail,Collins glass,,,3.0,3.0,tarty,5
b-54 shot,b-54 shot,Cocktail,Shot glass,,Ireland,3.0,3.0,nutty,0
bald eagle shot,bald eagle shot,Cocktail,Shot glass,,United States,3.0,3.0,earthy,3
monk's habit,monk's habit,Cocktail,Collins glass,,,3.0,3.0,pineapple,5
the windsor rose,the windsor rose,Cocktail,Martini glass,,,2.75,3.0,crispy,5
cuban cocktail no.2,cuban cocktail no.2,Cocktail,Nick & Nora glass,,,2.7,3.0,old,1
moscow lassi,moscow lassi,Cocktail,Collins glass,,,2.7,3.0,tarty,1
swedish paloma,swedish paloma,Cocktail,Highball (max 10oz/300ml),,,2.6,3.0,salty,5
virgin's answer,virgin's answer,Cocktail,Wine glass,,,2.6,3.0,sour,0
congo blue,congo blue,Cocktail,Coupe glass,,,2.5,3.0,herby,1
pink tutu,pink tutu,Cocktail,Old-fashioned glass,,Ireland,2.5,3.0,tarty,1
high hat,high hat,Cocktail,Rocks glass,,,2.3,3.0,old,1
kamaniwanalaya,kamaniwanalaya,Cocktail,Cartridge mug or Collins glass,,Jamaica,2.2,3.0,pineapple,5
alan's apple breeze,alan's apple breeze,Cocktail,Collins glass,,,2.0,3.0,dry,5
cumbersome,cumbersome,Cocktail,Coupe glass,,,2.0,3.0,dry,1
dolce havana,dolce havana,Cocktail,Martini glass,,,2.0,3.0,dry,5
chrystelle's breakfast martini,chrystelle's breakfast martini,Cocktail,Martini glass,,,2.0,3.0,aromatic,1
chiclet daiquiri,chiclet daiquiri,Cocktail,Martini glass,,,1.6,3.0,dry,5
cascade cocktail,cascade cocktail,Cocktail,Martini glass,,Australia,,3.0,spirity,1
rattlesnake,rattlesnake,Cocktail,Coupe glass,Illinois,United States,,3.0,malty,3
salty lychee martini,salty lychee martini,Cocktail,Martini glass,,,,3.0,dry,3
shamrock,shamrock,Cocktail,Coupe glass,,Ireland,,3.0,whisky,3
vanilla daiquiri,vanilla daiquiri,Cocktail,Coupe glass,,,,3.0,old,5
weeping jesus,weeping jesus,Cocktail,Old-fashioned glass,,,,3.0,sweet,5
the apple one,the apple one,Cocktail,Collins glass,,,,3.0,vanilla,1
mezcal margarita,mezcal margarita,Cocktail,Old-fashioned glass,,,,3.0,peppery,5
italian margarita,italian margarita,Cocktail,Coupe glass,,Italy,,3.0,earthy,5
rumbera,rumbera,Cocktail,Flute glass,,,,3.0,dry,5
the coul rose,the coul rose,Cocktail,Coupe glass,,,,3.0,floral,4
thyme & dandy,thyme & dandy,Cocktail,Old-fashioned glass,,,,3.0,floral,3
summer orchard,summer orchard,Cocktail,Coupe glass,,,,3.0,Unknown,6
"to spey, for everything","to spey, for everything",Cocktail,Flute glass,,,,3.0,floral,6
combustible edison,combustible edison,Cocktail,Coupe glass,,,,3.0,aromatic,1
corpse reviver no.4,corpse reviver no.4,Cocktail,Nick & Nora glass,,,,3.0,earthy,1
m & m,m & m,Cocktail,Old-fashioned glass,,,,3.0,sweet,4
andy's penicillin cocktail,andy's penicillin cocktail,Cocktail,Old-fashioned glass,,,,3.0,whiskey,4
clean aviation,clean aviation,Cocktail,Coupe glass,,,,3.0,spirity,1
mezcalero,mezcalero,Cocktail,Coupe glass,,,,3.0,citrusy,5
bob's black corn & oil,bob's black corn & oil,Cocktail,Rocks glass,,,,3.0,sweet,3
jack's porn star martini,jack's porn star martini,Cocktail,Coupe glass,,,,3.0,citrusy,5
james's apple & melon cocktail,james's apple & melon cocktail,Cocktail,Martini glass,,,,3.0,spirity,5
blueberry enzoni,blueberry enzoni,Cocktail,Old-fashioned glass,,,,3.0,tarty,1
tom collins (no added sugar & low-calorie),tom collins (no added sugar & low-calorie),Cocktail,Collins glass,Northwestern Federal District,Russia,4.83,2.75,salty,1
espresso martini (no sugar & low-calorie),espresso martini (no sugar & low-calorie),Cocktail,Martini glass,England,Russia,4.74,2.75,spirity,1
freddy fudpucker,freddy fudpucker,Cocktail,Collins glass,Piedmont,Italy,4.67,2.75,tangy,5
mango collins,mango collins,Cocktail,Collins glass,,Philippines,4.33,2.75,dry,1
oestersoe cola,oestersoe cola,Cocktail,Old-fashioned glass,,,4.25,2.75,spirity,1
sandra's gin blossom martini,sandra's gin blossom martini,Cocktail,Coupe glass,,,4.9,2.67,aromatic,4
bobby burns (difford's own),bobby burns (difford's own),Cocktail,Nick & Nora glass,Central Luzon,Philippines,4.75,2.67,dry,3
lost plane,lost plane,Cocktail,Coupe glass,,,4.7,2.67,rummy,1
azure cocktail,azure cocktail,Cocktail,Martini glass,,,4.67,2.67,watery,1
monte cassino,monte cassino,Cocktail,Coupe glass,Kansas,United States,4.6,2.67,malty,3
americana,americana,Cocktail,Flute glass,,,4.57,2.67,citrusy,1
blackthorn (english),blackthorn (english),Cocktail,Martini glass,,United Kingdom,4.5,2.67,sweet,3
sbagliato with tonic,sbagliato with tonic,Cocktail,Old-fashioned glass,,,4.5,2.67,bitter,3
midsummer daydream,midsummer daydream,Cocktail,Collins glass,,,4.5,2.67,aromatic,3
spiced rum negroni,spiced rum negroni,Cocktail,Old-fashioned glass,,,4.47,2.67,sweet,3
kingston,kingston,Cocktail,Coupe glass,,Jamaica,4.47,2.67,rummy,5
black & tan,black & tan,Cocktail,Pint glass,,United Kingdom,4.43,2.67,floral,1
emerald martini,emerald martini,Cocktail,Martini glass,,Ireland,4.43,2.67,tangy,3
black nail no.2,black nail no.2,Cocktail,Collins glass,,,4.37,2.67,cola,3
silent third,silent third,Cocktail,Coupe glass,England,United Kingdom,4.33,2.67,dry,3
death in the afternoon,death in the afternoon,Cocktail,Flute glass,,France,4.3,2.67,dry,1
rusty to the core,rusty to the core,Cocktail,Coupe glass,,,4.3,2.67,fresh,3
honey wall,honey wall,Cocktail,Martini glass,,,4.27,2.67,dry,0
southern mule,southern mule,Cocktail,Collins glass,Tennessee,United States,4.25,2.67,sweet,5
cham 69 no.2,cham 69 no.2,Cocktail,Sling glass,,,4.17,2.67,spirity,1
devil's cocktail,devil's cocktail,Cocktail,Coupe glass,Subcarpathian Voivodeship,Poland,4.17,2.67,nutty,3
orange bloom martini,orange bloom martini,Cocktail,Martini glass,,,4.15,2.67,dry,3
manhattan (sweet with bitter chocolate),manhattan (sweet with bitter chocolate),Cocktail,Coupe glass,New York,United States,4.15,2.67,vanilla,3
dolores no.2,dolores no.2,Cocktail,Martini glass,,,4.1,2.67,aromatic,3
vodka silver bullet,vodka silver bullet,Cocktail,Coupe glass,,,4.1,2.67,spirity,1
grand slam,grand slam,Cocktail,Coupe glass,,France,4.05,2.67,luscious,3
thunderbird,thunderbird,Cocktail,Martini glass,Louisiana,United States,4.0,2.67,vanilla,5
valentino,valentino,Cocktail,Coupe glass,,Italy,4.0,2.67,dry,3
red light,red light,Cocktail,Coupe glass,Metropolitan France,France,4.0,2.67,zesty,3
scotch adonis,scotch adonis,Cocktail,Old-fashioned glass,,,3.93,2.67,malty,3
clipper cocktail,clipper cocktail,Cocktail,Coupe glass,Quebec,Canada,3.85,2.67,dry,5
passion fruit collins,passion fruit collins,Cocktail,Collins glass,Lower Saxony,Germany,3.6,2.67,citrusy,1
for peggy,for peggy,Cocktail,Wine glass,,,2.43,2.67,whisky,6
martinez,martinez,Cocktail,Coupe glass,,,5.0,2.5,old,3
mattias's el presidente,mattias's el presidente,Cocktail,Coupe glass,,,5.0,2.5,old,4
martinez (orange),martinez (orange),Cocktail,Martini glass,,,4.87,2.5,dry,3
vieux carré cocktail,vieux carré cocktail,Cocktail,Old-fashioned glass,,France,4.85,2.5,vanilla,3
black manhattan,black manhattan,Cocktail,Coupe glass,California,United States,4.85,2.5,malty,3
black rumhattan,black rumhattan,Cocktail,Coupe glass,,,4.85,2.5,rummy,3
vieux coüw-coüw,vieux coüw-coüw,Cocktail,Highball (max 10oz/300ml),,,4.85,2.5,sweet,4
de beauvoir,de beauvoir,Cocktail,Coupe glass,,France,4.8,2.5,sweet,3
evolver,evolver,Cocktail,Coupe glass,,,4.8,2.5,dry,5
elisabeth's ruby,elisabeth's ruby,Cocktail,Coupe glass,,,4.8,2.5,spirity,1
widow's kiss,widow's kiss,Cocktail,Nick & Nora glass,New York,United States,4.75,2.5,fresh,3
mexican nail,mexican nail,Cocktail,Old-fashioned glass,,Mexico,4.75,2.5,earthy,3
sandy the showgirl,sandy the showgirl,Cocktail,Coupe glass,,,4.75,2.5,earthy,5
boozy suzie,boozy suzie,Cocktail,Coupe glass,,,4.75,2.5,spirity,1
derniere minute (last minute),derniere minute (last minute),Cocktail,Coupe glass,,,4.75,2.5,aromatic,3
showgirl cocktail,showgirl cocktail,Cocktail,Coupe glass,,,4.75,2.5,dry,1
le frog,le frog,Cocktail,Coupe glass,,France,4.75,2.5,malty,5
springtime gin,springtime gin,Cocktail,Martini (small) glass,,,4.75,2.5,sweet,4
slow screw,slow screw,Cocktail,Collins glass,,,4.7,2.5,tangy,5
angel juice,angel juice,Cocktail,Martini glass,,,4.7,2.5,fruity,1
killer cocktail,killer cocktail,Cocktail,Rocks glass,England,United Kingdom,4.7,2.5,nutty,3
brooklyn godfather,brooklyn godfather,Cocktail,Coupe glass,,,4.65,2.5,vanilla,3
randy sangaree,randy sangaree,Cocktail,Old-fashioned glass,,Mauritania,4.65,2.5,aromatic,3
sangaree (sangria),sangaree (sangria),Cocktail,Goblet glass,,Spain,4.65,2.5,tangy,1
brandy sangaree,brandy sangaree,Cocktail,Nick & Nora glass,,Mauritania,4.65,2.5,aromatic,3
joy division,joy division,Cocktail,Coupe glass,New York,United States,4.6,2.5,dry,3
yellow belly,yellow belly,Cocktail,Martini glass,Leinster,Ireland,4.57,2.5,fresh,1
smoke & mirrors (by the bon vivants),smoke & mirrors (by the bon vivants),Cocktail,Old-fashioned glass,New York,United States,4.57,2.5,old,1
apple cart,apple cart,Cocktail,Coupe glass,Kyiv,Ukraine,4.5,2.5,fresh,1
blackthorn (irish),blackthorn (irish),Cocktail,Coupe glass,,Ireland,4.5,2.5,whisky,3
apple manhattan no.2,apple manhattan no.2,Cocktail,Martini glass,,,4.5,2.5,vanilla,3
delmonico special,delmonico special,Cocktail,Coupe glass,New York,United States,4.5,2.5,dry,3
epestone daiquiri,epestone daiquiri,Cocktail,Martini glass,,Cuba,4.5,2.5,old,5
godfather cocktail,godfather cocktail,Cocktail,Old-fashioned glass,,Italy,4.5,2.5,dry,0
golden retriever,golden retriever,Cocktail,Nick & Nora glass,Scotland,United Kingdom,4.5,2.5,old,3
melon daiquiri no.1 (served 'up'),melon daiquiri no.1 (served 'up'),Cocktail,Martini glass,,,4.5,2.5,sweet,5
the scott,the scott,Cocktail,Coupe glass,Coastal Zone,Tanzania,4.5,2.5,dry,3
violet affinity,violet affinity,Cocktail,Coupe glass,,,4.5,2.5,floral,3
amber room no.2,amber room no.2,Cocktail,Martini glass,,,4.5,2.5,dry,3
cooperstown,cooperstown,Cocktail,Coupe glass,,,4.5,2.5,dry,3
purgatory,purgatory,Cocktail,Nick & Nora glass,,,4.5,2.5,malty,3
sunset strip,sunset strip,Cocktail,Coupe glass,Lagos State,Nigeria,4.5,2.5,vanilla,1
harvest moon cocktail (pdt's recipe),harvest moon cocktail (pdt's recipe),Cocktail,Old-fashioned glass,,,4.5,2.5,malty,3
slow comfortable screw against a cold hard wall,slow comfortable screw against a cold hard wall,Cocktail,Collins glass,,,4.5,2.5,tangy,5
fernand x nando,fernand x nando,Cocktail,Old-fashioned glass,,,4.5,2.5,bitter,3
whisky mac toddy,whisky mac toddy,Cocktail,Toddy glass,,,4.5,2.5,oily,3
ad astra,ad astra,Cocktail,Martini glass,,New Zealand,4.5,2.5,dry,1
explorer 'martini',explorer 'martini',Cocktail,Martini glass,Middlesex County,Jamaica,4.5,2.5,dry,3
devil's own,devil's own,Cocktail,Coupe glass,Great Britain,United Kingdom,4.5,2.5,tangy,1
nanzhi's godfather cocktail,nanzhi's godfather cocktail,Cocktail,Old-fashioned glass,,,4.5,2.5,whiskey,4
blimey,blimey,Cocktail,Old-fashioned glass,Scotland,United Kingdom,4.45,2.5,spirity,1
champs-elysees cocktail,champs-elysees cocktail,Cocktail,Coupe glass,,,4.45,2.5,aromatic,3
dutch mule,dutch mule,Cocktail,Collins glass,,Netherlands,4.45,2.5,gingery,3
banana caipirinha,banana caipirinha,Cocktail,Highball (max 10oz/300ml),,,4.43,2.5,watery,1
purple cosmo,purple cosmo,Cocktail,Martini glass,,,4.4,2.5,fresh,5
le fume,le fume,Cocktail,Coupe glass,California,United States,4.4,2.5,spirity,3
gin sangaree (sangre),gin sangaree (sangre),Cocktail,Flute glass,,,4.4,2.5,sweet,3
cherry libre,cherry libre,Cocktail,Collins glass,,,4.4,2.5,tarty,3
gin pahit,gin pahit,Cocktail,Nick & Nora glass,,United Kingdom,4.4,2.5,dry,3
dutch coupe,dutch coupe,Cocktail,Coupe glass,,Netherlands,4.4,2.5,oily,3
cranberry collins,cranberry collins,Cocktail,Collins glass,,,4.4,2.5,salty,1
snickerdoodle,snickerdoodle,Cocktail,Shot glass,New England,United States,4.4,2.5,nutty,0
richard's platinum blonde (creamy),richard's platinum blonde (creamy),Cocktail,Nick & Nora glass,,,4.4,2.5,vanilla,4
americano,americano,Cocktail,Collins glass,,United States,4.35,2.5,salty,3
pink americano,pink americano,Cocktail,Collins glass,,,4.35,2.5,bitter,3
diplomat sour,diplomat sour,Cocktail,Coupe glass,,,4.33,2.5,dry,1
princess mary,princess mary,Cocktail,Martini glass,,,4.3,2.5,dry,0
manicure,manicure,Cocktail,Old-fashioned glass,,Poland,4.3,2.5,fresh,3
the blind side,the blind side,Cocktail,Old-fashioned glass,,,4.3,2.5,earthy,3
white americano,white americano,Cocktail,Wine glass,,,4.3,2.5,floral,1
bulldog highball,bulldog highball,Cocktail,Highball (max 10oz/300ml),,Ireland,4.27,2.5,spicy,3
waterloo sunset,waterloo sunset,Cocktail,Flute glass,England,United Kingdom,4.27,2.5,dry,1
b-52 shot,b-52 shot,Cocktail,Shot glass,Alberta,Canada,4.25,2.5,coffee,0
c c kazi,c c kazi,Cocktail,Martini glass,,,4.25,2.5,earthy,5
devil's manhattan,devil's manhattan,Cocktail,Martini glass,,,4.25,2.5,vanilla,3
loch almond highball,loch almond highball,Cocktail,Highball (max 10oz/300ml),,,4.25,2.5,spicy,3
walnut alexander,walnut alexander,Cocktail,Martini glass,,,4.25,2.5,aromatic,1
rusty compass cocktail,rusty compass cocktail,Cocktail,Old-fashioned glass,,,4.25,2.5,malty,3
polar express,polar express,Cocktail,Martini glass,,United States,4.25,2.5,aromatic,3
tuxedo cocktail (difford's recipe),tuxedo cocktail (difford's recipe),Cocktail,Coupe glass,,France,4.25,2.5,sweet,3
strawberry dog,strawberry dog,Cocktail,Wine glass,,,4.25,2.5,tangy,5
bergamot negroni,bergamot negroni,Cocktail,Old-fashioned glass,,Italy,4.25,2.5,vanilla,3
whisky mac,whisky mac,Cocktail,Old-fashioned glass,,India,4.23,2.5,dry,3
black velvet,black velvet,Cocktail,Flute glass,,Ireland,4.2,2.5,beer,1
gimlet cocktail (difford's recipe),gimlet cocktail (difford's recipe),Cocktail,Coupe glass,,United Kingdom,4.2,2.5,dry,1
hot red blooded frenchman,hot red blooded frenchman,Cocktail,Toddy glass,,France,4.2,2.5,tart,1
landslide,landslide,Cocktail,Shot glass,,,4.2,2.5,nutty,0
marguerite cocktail,marguerite cocktail,Cocktail,Nick & Nora glass,,France,4.2,2.5,dry,3
mudslide,mudslide,Cocktail,Hurricane glass,Trentino – Alto Adige/Südtirol,Italy,4.2,2.5,creamy,0
scofflaw,scofflaw,Cocktail,Coupe glass,Metropolitan France,France,4.2,2.5,vanilla,3
london scramble,london scramble,Cocktail,Old-fashioned glass,,,4.2,2.5,smokey,5
pink squirrel,pink squirrel,Cocktail,Nick & Nora glass,Wisconsin,United States,4.2,2.5,creamy,0
la perla,la perla,Cocktail,Coupe glass,,,4.2,2.5,earthy,3
velvet seine,velvet seine,Cocktail,Coupe glass,,,4.2,2.5,aromatic,1
wild ward,wild ward,Cocktail,Martini glass,,,4.2,2.5,malty,3
northern lights,northern lights,Cocktail,Martini glass,New Hampshire,United States,4.17,2.5,herby,1
indochine,indochine,Cocktail,Coupe glass,,France,4.17,2.5,spirity,1
marigold spritz,marigold spritz,Cocktail,Copa glass,,Germany,4.17,2.5,tarty,1
blue lagoon,blue lagoon,Cocktail,Collins glass,Malawi,Malawi,4.15,2.5,spirity,5
honey berry sour,honey berry sour,Cocktail,Old-fashioned glass,,,4.15,2.5,honey,1
red angel 'martini',red angel 'martini',Cocktail,Martini glass,,,4.15,2.5,peppery,3
tolleytown punch,tolleytown punch,Cocktail,Collins glass,Tennessee,United States,4.15,2.5,whisky,5
rousing charlie,rousing charlie,Cocktail,Martini glass,,,4.15,2.5,sweet,1
green fly,green fly,Cocktail,Shot glass,,,4.05,2.5,acidic,3
attitude adjuster,attitude adjuster,Cocktail,Hurricane glass,,,4.0,2.5,cola,3
pear drop (shot),pear drop (shot),Cocktail,Shot glass,England,United Kingdom,4.0,2.5,fresh,5
platinum blonde (creamy),platinum blonde (creamy),Cocktail,Nick & Nora glass,,Canada,4.0,2.5,rummy,0
raspberry lynchburg,raspberry lynchburg,Cocktail,Collins glass,,,4.0,2.5,whisky,5
prairie oyster,prairie oyster,Cocktail,Coupe glass,Salzburg,Austria,4.0,2.5,aromatic,7
